ID,zqlimit,zqcost,gqlimit,gqcost,nbmylimit,nbmycost,xmzclimit,xmzccost,flag,population,allmoney,debt,income,mainincome,profit,rawprofit,tax,ownervalue
3719,0.0,0.0,0.0,0.0,0.0,0.0,12680.0,760.8,1.0,369.0,317000.0,465990.0,380400.0,228240.0,152160.0,-38040.0,0.0,-148990.0
3720,0.0,0.0,7142.4,285.69599999999997,0.0,0.0,0.0,0.0,1.0,640.0,38400.0,37760.0,119040.0,83328.0,35712.0,-11904.0,0.0,640.0
3742,0.0,0.0,0.0,0.0,0.0,0.0,2325.0,139.5,1.0,52.0,116250.0,162750.0,139500.0,83700.0,41850.0,-13950.0,0.0,-46500.0
3770,11568.0,925.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405.0,115680.0,106040.0,69408.0,55526.4,34704.0,-6940.8,0.0,9640.0
4107,0.0,0.0,0.0,0.0,60568.2,3634.092,0.0,0.0,1.0,455.0,87780.0,79800.0,201894.0,161515.2,100947.0,-20189.4,0.0,7980.0
4321,0.0,0.0,0.0,0.0,0.0,0.0,7461.0,447.66,1.0,676.0,248700.0,480820.0,1193760.0,716256.0,596880.0,-119376.0,0.0,-232120.0
4911,57260.0,4580.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,860.0,572600.0,846630.0,2118620.0,1483034.0,847448.0,-211862.0,0.0,-274030.0
5267,724.0,57.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,878.0,7240.0,8145.0,724.0,579.2,144.8,-72.4,0.0,-905.0
5646,0.0,0.0,0.0,0.0,4140.0,248.4,0.0,0.0,1.0,417.0,5750.0,8280.0,13800.0,9660.0,4140.0,-1380.0,0.0,-2530.0
6172,0.0,0.0,8996.4,359.856,0.0,0.0,0.0,0.0,1.0,957.0,44100.0,85260.0,149940.0,104958.0,44982.0,-14994.0,0.0,-41160.0
6357,0.0,0.0,4701.2,188.048,0.0,0.0,0.0,0.0,1.0,888.0,102200.0,49275.0,235060.0,164542.0,23506.0,-23506.0,0.0,52925.0
6370,2832.0,226.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,987.0,28320.0,40710.0,93456.0,65419.2,28036.8,-9345.6,0.0,-12390.0
7662,0.0,0.0,47000.0,1880.0,0.0,0.0,0.0,0.0,1.0,455.0,470000.0,921200.0,1175000.0,205720.53827493262,235000.0,-117500.0,0.0,-451200.0
7706,0.0,0.0,1030.08,41.2032,0.0,0.0,0.0,0.0,1.0,253.0,4640.0,4060.0,17168.0,12017.6,5150.4,-1716.8,0.0,580.0
7824,0.0,0.0,0.0,0.0,34257.6,2055.456,0.0,0.0,1.0,103.0,63440.0,55510.0,114192.0,79934.4,22838.4,-11419.2,0.0,7930.0
7865,0.0,0.0,0.0,0.0,700161.0,42009.66,0.0,0.0,1.0,753.0,476300.0,935280.0,2333870.0,205720.53827493262,933548.0,-233387.0,0.0,-458980.0
8444,0.0,0.0,1203.2,48.128,0.0,0.0,0.0,0.0,1.0,525.0,2560.0,0.0,12032.0,8422.4,6016.0,-1203.2,0.0,2560.0
8492,1248.0,99.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324.0,12480.0,10400.0,19968.0,13977.6,7987.2,-1996.8,0.0,2080.0
8608,0.0,0.0,8149.8,325.992,0.0,0.0,0.0,0.0,1.0,918.0,79900.0,107865.0,135830.0,108664.0,40749.0,-13583.0,0.0,-27965.0
8872,0.0,0.0,124320.0,4972.8,0.0,0.0,0.0,0.0,1.0,510.1986882982396,621600.0,612720.0,1243200.0,497280.0,621600.0,-124320.0,0.0,8880.0
8972,0.0,0.0,0.0,0.0,0.0,0.0,202.4,12.144,1.0,932.0,20240.0,28980.0,8096.0,4048.0,2428.8,-809.6,0.0,-8740.0
9095,0.0,0.0,528.0,21.12,0.0,0.0,0.0,0.0,1.0,1000.0,264000.0,514800.0,26400.0,15840.0,2640.0,-2640.0,0.0,-250800.0
9124,0.0,0.0,0.0,0.0,475.2,28.511999999999997,0.0,0.0,1.0,865.0,1440.0,1440.0,1584.0,950.4,792.0,-158.4,0.0,0.0
9476,0.0,0.0,0.0,0.0,0.0,0.0,3767.4,226.044,1.0,258.0,376740.0,367080.0,1808352.0,904176.0,723340.8,-180835.2,0.0,9660.0
9542,0.0,0.0,0.0,0.0,0.0,0.0,2076.0,124.56,1.0,278.0,69200.0,30275.0,117640.0,70584.0,47056.0,-11764.0,0.0,38925.0
9663,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,101.52,1.0,704.0,84600.0,41595.0,338400.0,169200.0,103821.24351340148,-33840.0,0.0,43005.0
9998,9720.0,777.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,268.0,97200.0,44550.0,476280.0,238140.0,47628.0,-47628.0,0.0,52650.0
10470,0.0,0.0,0.0,0.0,53860.8,3231.6479999999997,0.0,0.0,1.0,729.0,36640.0,32060.0,179536.0,89768.0,17953.6,-17953.6,0.0,4580.0
10813,0.0,0.0,0.0,0.0,0.0,0.0,2482.5,148.95,1.0,437.0,248250.0,476640.0,24825.0,14895.0,12412.5,-2482.5,0.0,-228390.0
10869,30162.0,2412.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,307.0,301620.0,292480.0,1176318.0,823422.6,470527.2,-117631.8,0.0,9140.0
10994,0.0,0.0,0.0,0.0,243972.0,14638.32,0.0,0.0,1.0,308.0,271080.0,395325.0,813240.0,406620.0,243972.0,-81324.0,0.0,-124245.0
10995,0.0,0.0,89241.6,3569.664,0.0,0.0,0.0,0.0,1.0,387.0,278880.0,136950.0,892416.0,446208.0,446208.0,-89241.6,0.0,141930.0
10999,7308.0,584.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,972.0,73080.0,35670.0,7308.0,4384.8,3654.0,-730.8,0.0,37410.0
11796,0.0,0.0,0.0,0.0,0.0,0.0,1980.8,118.848,1.0,930.0,49520.0,21665.0,133704.0,66852.0,40111.2,-13370.4,0.0,27855.0
12192,3384.0,270.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,823.0,33840.0,15510.0,67680.0,33840.0,27072.0,-6768.0,0.0,18330.0
12233,0.0,0.0,1056.0,42.24,0.0,0.0,0.0,0.0,1.0,866.0,22000.0,39600.0,52800.0,42240.0,5280.0,-5280.0,0.0,-17600.0
12418,0.0,0.0,216.0,8.64,0.0,0.0,0.0,0.0,1.0,819.0,21600.0,10560.0,2160.0,1080.0,1080.0,-216.0,0.0,11040.0
12660,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,103.2,1.0,163.0,86000.0,38700.0,111800.0,67080.0,44720.0,-11180.0,0.0,47300.0
13491,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,113.76,1.0,521.0,37920.0,49770.0,151680.0,60672.0,15168.0,-15168.0,0.0,-11850.0
13593,0.0,0.0,1252.8,50.111999999999995,0.0,0.0,0.0,0.0,1.0,20.0,4320.0,3960.0,12528.0,10022.4,6264.0,-34757.53669363203,0.0,360.0
13957,31083.0,2486.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,310830.0,151430.0,1460901.0,584360.4,438270.3,-146090.1,0.0,159400.0
14254,0.0,0.0,0.0,0.0,7920.0,475.2,0.0,0.0,1.0,726.0,88000.0,41800.0,26400.0,21120.0,2640.0,-2640.0,0.0,46200.0
14485,0.0,0.0,0.0,0.0,201001.5,12060.09,0.0,0.0,1.0,742.0,319050.0,623920.0,670005.0,469003.5,268002.0,-67000.5,0.0,-304870.0
14520,0.0,0.0,0.0,0.0,0.0,0.0,550.0,33.0,1.0,581.0,11000.0,14850.0,31900.0,25520.0,9570.0,-3190.0,0.0,-3850.0
14555,0.0,0.0,265.2,10.607999999999999,0.0,0.0,0.0,0.0,1.0,871.0,3900.0,3250.0,13260.0,6630.0,1326.0,-1326.0,0.0,650.0
15099,4878.0,390.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,48780.0,69105.0,39024.0,23414.4,15609.6,-3902.4,0.0,-20325.0
15197,0.0,0.0,34874.28,1394.9712,0.0,0.0,0.0,0.0,1.0,501.0,177930.0,257010.0,871857.0,610299.9,174371.4,-87185.7,0.0,-79080.0
15385,0.0,0.0,0.0,0.0,0.0,0.0,2673.0,160.38,1.0,752.0,53460.0,77760.0,10692.0,5346.0,4276.8,-1069.2,0.0,-24300.0
15416,0.0,0.0,4521.6,180.864,0.0,0.0,0.0,0.0,1.0,523.0,113040.0,51810.0,113040.0,45216.0,22608.0,-11304.0,0.0,61230.0
15685,2795.0,223.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,273.0,27950.0,25800.0,16770.0,8385.0,6708.0,-1677.0,0.0,2150.0
15886,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,151.2,1.0,526.0,50400.0,49500.0,85680.0,59976.0,8568.0,-8568.0,0.0,900.0
16069,0.0,0.0,399.36,15.9744,0.0,0.0,0.0,0.0,1.0,788.0,1920.0,1440.0,4992.0,2995.2,1996.8,-499.2,0.0,480.0
16326,0.0,0.0,0.0,0.0,0.0,0.0,256.8,15.408,1.0,920.0,6420.0,4815.0,22470.0,17976.0,11235.0,-2247.0,0.0,1605.0
16758,920.0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,610.0,9200.0,4140.0,33120.0,16560.0,3312.0,-3312.0,0.0,5060.0
16884,0.0,0.0,0.0,0.0,0.0,0.0,5479.5,328.77,1.0,872.0,547950.0,539520.0,2246595.0,1123297.5,1123297.5,-224659.5,0.0,8430.0
16999,0.0,0.0,0.0,0.0,0.0,0.0,4983.0,298.98,1.0,767.0,498300.0,489240.0,1993200.0,996600.0,199320.0,-199320.0,0.0,9060.0
17641,0.0,0.0,0.0,0.0,82656.0,4959.36,0.0,0.0,1.0,899.0,114800.0,109060.0,275520.0,137760.0,137760.0,-27552.0,0.0,5740.0
17646,0.0,0.0,0.0,0.0,0.0,0.0,5096.0,305.76,1.0,724.0,127400.0,121030.0,12740.0,10192.0,5096.0,-1274.0,0.0,6370.0
18216,0.0,0.0,22842.0,913.68,0.0,0.0,0.0,0.0,1.0,466.0,243000.0,352350.0,1142100.0,685260.0,114210.0,-114210.0,0.0,-109350.0
18366,0.0,0.0,642.6,25.704,0.0,0.0,0.0,0.0,1.0,273.0,15300.0,13770.0,32130.0,25704.0,3213.0,-3213.0,0.0,1530.0
18509,15696.0,1255.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475.0,156960.0,75210.0,596448.0,298224.0,59644.8,-59644.8,0.0,81750.0
18837,16848.0,1347.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,168480.0,159120.0,16848.0,11793.6,3369.6,-1684.8,0.0,9360.0
18932,0.0,0.0,0.0,0.0,0.0,0.0,497.0,29.82,1.0,898.0,24850.0,48280.0,12425.0,6212.5,6212.5,-1242.5,0.0,-23430.0
19317,2256.0,180.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.0,22560.0,21150.0,24816.0,14889.6,7444.8,-2481.6,0.0,1410.0
19501,3888.0,311.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,38880.0,55890.0,151632.0,106142.4,60652.8,-15163.2,0.0,-17010.0
19559,0.0,0.0,1197.0,47.88,0.0,0.0,0.0,0.0,1.0,528.0,23940.0,9975.0,59850.0,29925.0,5985.0,-5985.0,0.0,13965.0
19651,0.0,0.0,0.0,0.0,0.0,0.0,277.2,16.632,1.0,709.0,13860.0,162406.84097817077,56826.0,34095.6,11365.2,-5682.6,0.0,-3465.0
19876,0.0,0.0,0.0,0.0,0.0,0.0,598.8,35.928000000000004,1.0,851.0,59880.0,74850.0,101796.0,40718.4,50898.0,-10179.6,0.0,-14970.0
20333,3510.0,280.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,35100.0,17280.0,38610.0,30888.0,11583.0,-3861.0,0.0,17820.0
20540,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,134.4,1.0,680.0,112000.0,165000.0,448000.0,268800.0,44800.0,-44800.0,0.0,-53000.0
20686,0.0,0.0,0.0,0.0,0.0,0.0,5356.8,321.408,1.0,519.0,133920.0,257920.0,347516.41448914696,337478.4,96422.4,-48211.2,0.0,-124000.0
20812,0.0,0.0,4500.0,180.0,0.0,0.0,0.0,0.0,1.0,388.0,11250.0,15000.0,45000.0,18000.0,22500.0,-34757.53669363203,0.0,-3750.0
20853,0.0,0.0,0.0,0.0,11295.9,677.7539999999999,0.0,0.0,1.0,724.0,53790.0,52160.0,37653.0,22591.8,18826.5,-3765.3,0.0,1630.0
20921,35238.0,2819.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,352380.0,515985.0,1127616.0,789331.2,451046.4,-112761.6,0.0,-163605.0
21044,0.0,0.0,0.0,0.0,75103.2,4506.192,0.0,0.0,1.0,318.0,65880.0,64050.0,250344.0,125172.0,100137.6,-25034.4,0.0,1830.0
21593,11256.0,900.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,415.0,112560.0,161805.0,258888.0,207110.4,25888.8,-25888.8,0.0,-49245.0
21913,0.0,0.0,0.0,0.0,15912.0,954.72,0.0,0.0,1.0,307.0,15600.0,6500.0,53040.0,31824.0,15912.0,-5304.0,0.0,9100.0
21933,0.0,0.0,0.0,0.0,186165.0,11169.9,0.0,0.0,1.0,32.0,137900.0,256100.0,620550.0,310275.0,124110.0,-62055.0,0.0,-118200.0
21985,0.0,0.0,0.0,0.0,0.0,0.0,68.4,4.104,1.0,393.0,3420.0,0.0,684.0,273.6,136.8,-68.4,0.0,3420.0
22166,0.0,0.0,0.0,0.0,0.0,0.0,2835.0,170.1,1.0,937.0,94500.0,135000.0,179550.0,107730.0,89775.0,-17955.0,0.0,-40500.0
22549,0.0,0.0,0.0,0.0,95961.6,5757.696,0.0,0.0,1.0,644.0,199920.0,97580.0,319872.0,159936.0,31987.2,-31987.2,0.0,102340.0
22785,0.0,0.0,0.0,0.0,182625.3,10957.518,0.0,0.0,1.0,424.0,141570.0,68640.0,608751.0,304375.5,60875.1,-60875.1,0.0,72930.0
22869,0.0,0.0,11226.6,449.064,0.0,0.0,0.0,0.0,1.0,653.0,124740.0,115830.0,561330.0,392931.0,56133.0,-56133.0,0.0,8910.0
23208,0.0,0.0,0.0,0.0,67158.0,4029.48,0.0,0.0,1.0,710.0,74620.0,69290.0,223860.0,156702.0,111930.0,-22386.0,0.0,5330.0
23245,0.0,0.0,0.0,0.0,0.0,0.0,4224.0,253.44,1.0,481.0,422400.0,415360.0,506880.0,202752.0,50688.0,-50688.0,0.0,7040.0
23491,0.0,0.0,16558.08,662.3232,0.0,0.0,0.0,0.0,1.0,589.0,172480.0,249480.0,413952.0,331161.6,82790.4,-41395.2,0.0,-77000.0
23961,1192.0,95.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,11920.0,2980.0,53640.0,37548.0,10728.0,-5364.0,0.0,8940.0
24265,0.0,0.0,4872.16,194.8864,0.0,0.0,0.0,0.0,1.0,538.0,16460.0,4115.0,60902.0,36541.2,24360.8,-6090.2,0.0,12345.0
24611,46608.0,3728.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,790.0,466080.0,912740.0,885552.0,619886.4,88555.2,-88555.2,0.0,-446660.0
24623,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,186.0,1.0,616.0,62000.0,83700.0,347516.41448914696,177940.0,76260.0,-25420.0,0.0,-21700.0
25111,3500.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,394.0,35000.0,47250.0,87500.0,43750.0,35000.0,-8750.0,0.0,-12250.0
25208,30404.0,2432.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,373.0,304040.0,297130.0,1094544.0,656726.4,437817.6,-109454.4,0.0,6910.0
25529,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,74.88,1.0,283.0,124800.0,115200.0,349440.0,244608.0,174720.0,-34944.0,0.0,9600.0
25732,20790.0,1663.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400.0,207900.0,396000.0,1018710.0,407484.0,407484.0,-101871.0,0.0,-188100.0
25947,21240.0,1699.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,513.0,212400.0,415360.0,637200.0,318600.0,318600.0,-63720.0,0.0,-202960.0
26293,3660.0,292.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,984.0,36600.0,17995.0,164700.0,65880.0,82350.0,-16470.0,0.0,18605.0
26448,0.0,0.0,0.0,0.0,62092.8,3725.5679999999998,0.0,0.0,1.0,172.0,86240.0,41160.0,206976.0,124185.6,62092.8,-20697.6,0.0,45080.0
26730,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,270.0,1.0,725.0,90000.0,43875.0,9000.0,5400.0,2700.0,-900.0,0.0,46125.0
26885,22368.0,1789.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,223680.0,438040.0,22368.0,13420.8,8947.2,-2236.8,0.0,-214360.0
26888,5982.0,478.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,877.0,59820.0,49850.0,23928.0,9571.2,4785.6,-2392.8,0.0,9970.0
27003,9828.0,786.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361.0,98280.0,92820.0,216216.0,172972.8,86486.4,-21621.6,0.0,5460.0
27258,891.0,71.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,816.0,8910.0,7920.0,35640.0,17820.0,17820.0,-3564.0,0.0,990.0
27622,0.0,0.0,12132.96,485.3184,0.0,0.0,0.0,0.0,1.0,138.0,131880.0,183690.0,303324.0,212326.8,60664.8,-30332.4,0.0,-51810.0
27678,0.0,0.0,717.6,28.704,0.0,0.0,0.0,0.0,1.0,832.0,35880.0,29900.0,17940.0,14352.0,3588.0,-1794.0,0.0,5980.0
27935,0.0,0.0,0.0,0.0,44712.0,2682.72,0.0,0.0,1.0,406.0,33120.0,58880.0,149040.0,59616.0,59616.0,-14904.0,0.0,-25760.0
28415,0.0,0.0,0.0,0.0,101571.6,6094.295999999999,0.0,0.0,1.0,237.0,199160.0,191500.0,338572.0,135428.8,33857.2,-33857.2,0.0,7660.0
28529,0.0,0.0,3112.0,124.48,0.0,0.0,0.0,0.0,1.0,128.0,31120.0,35010.0,77800.0,54460.0,15560.0,-7780.0,0.0,-3890.0
29118,0.0,0.0,3198.0,127.92,0.0,0.0,0.0,0.0,1.0,174.0,21320.0,31365.0,31980.0,19188.0,15990.0,-3198.0,0.0,-10045.0
29357,0.0,0.0,16652.16,666.0864,0.0,0.0,0.0,0.0,1.0,274.0,99120.0,90860.0,277536.0,194275.2,83260.8,-27753.6,0.0,8260.0
29403,11916.0,953.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,992.0,119160.0,225080.0,500472.0,350330.4,200188.8,-50047.2,0.0,-105920.0
29427,0.0,0.0,7418.88,296.7552,0.0,0.0,0.0,0.0,1.0,576.0,161280.0,307200.0,370944.0,296755.2,37094.4,-37094.4,0.0,-145920.0
29593,17200.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,172000.0,163400.0,51600.0,36120.0,20640.0,-5160.0,0.0,8600.0
29601,0.0,0.0,0.0,0.0,0.0,0.0,199.2,11.952,1.0,925.0,6640.0,9960.0,19920.0,11952.0,5976.0,-1992.0,0.0,-3320.0
29967,0.0,0.0,0.0,0.0,50004.0,3000.24,0.0,0.0,1.0,862.0,277800.0,136585.0,166680.0,133344.0,50004.0,-16668.0,0.0,141215.0
29976,0.0,0.0,0.0,0.0,71030.4,4261.8240000000005,0.0,0.0,1.0,775.0,169120.0,326160.0,236768.0,118384.0,118384.0,-23676.8,0.0,-157040.0
28,0.0,0.0,34686.0,1387.44,0.0,0.0,0.0,0.0,1.0,396.0,73800.0,71750.0,346860.0,173430.0,173430.0,-34686.0,0.0,2050.0
230,0.0,0.0,0.0,0.0,46771.2,2806.272,0.0,0.0,1.0,365.0,53760.0,50400.0,155904.0,124723.2,46771.2,-15590.4,0.0,3360.0
429,0.0,0.0,26592.5,1063.7,0.0,0.0,0.0,0.0,1.0,678.0,531850.0,783270.0,1329625.0,531850.0,132962.5,-132962.5,0.0,-251420.0
693,0.0,0.0,0.0,0.0,55176.0,3310.56,0.0,0.0,1.0,366.0,41800.0,66880.0,183920.0,91960.0,36784.0,-18392.0,0.0,-25080.0
727,0.0,0.0,0.0,0.0,145188.0,8711.28,0.0,0.0,1.0,872.0,130800.0,183120.0,483960.0,241980.0,48396.0,-48396.0,0.0,-52320.0
1137,9408.0,752.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750.0,94080.0,91840.0,272832.0,109132.8,109132.8,-27283.2,0.0,2240.0
1274,0.0,0.0,0.0,0.0,77040.0,4622.4,0.0,0.0,1.0,122.0,321000.0,315650.0,256800.0,179760.0,51360.0,-25680.0,0.0,5350.0
1560,0.0,0.0,0.0,0.0,168000.0,10080.0,0.0,0.0,1.0,143.0,224000.0,325500.0,560000.0,280000.0,224000.0,-56000.0,0.0,-101500.0
1873,0.0,0.0,0.0,0.0,80262.0,4815.72,0.0,0.0,1.0,354.0,191100.0,369460.0,267540.0,133770.0,133770.0,-26754.0,0.0,-178360.0
2260,0.0,0.0,650.16,26.0064,0.0,0.0,0.0,0.0,1.0,176.0,108360.0,198660.0,32508.0,16254.0,3250.8,-3250.8,0.0,-90300.0
2694,1944.0,155.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135.0,19440.0,34020.0,9720.0,3888.0,2916.0,-972.0,0.0,-14580.0
2992,0.0,0.0,0.0,0.0,9371.7,562.302,0.0,0.0,1.0,70.0,24030.0,32040.0,31239.0,12495.6,12495.6,-3123.9,0.0,-8010.0
3261,17792.0,1423.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.0,177920.0,86180.0,444800.0,266880.0,44480.0,-44480.0,0.0,91740.0
3313,0.0,0.0,0.0,0.0,706252.8,42375.168,0.0,0.0,1.0,109.0,535040.0,790020.0,2354176.0,1883340.8,706252.8,-235417.6,0.0,-254980.0
3537,0.0,0.0,0.0,0.0,0.0,0.0,133.5,8.01,1.0,932.0,13350.0,17800.0,5340.0,2670.0,1068.0,-534.0,0.0,-4450.0
3720,3328.0,266.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,255.0,33280.0,65280.0,143104.0,57241.6,14310.4,-14310.4,0.0,-32000.0
3742,0.0,0.0,0.0,0.0,0.0,0.0,2790.0,167.4,1.0,769.0,139500.0,131750.0,502200.0,351540.0,150660.0,-50220.0,0.0,7750.0
3770,0.0,0.0,0.0,0.0,18798.0,1127.88,0.0,0.0,1.0,780.0,48200.0,19280.0,62660.0,37596.0,31330.0,-6266.0,0.0,28920.0
4107,0.0,0.0,0.0,0.0,603288.0,36197.28,0.0,0.0,1.0,660.0,478800.0,470820.0,2010960.0,804384.0,804384.0,-201096.0,0.0,7980.0
4321,0.0,0.0,49242.6,1969.704,0.0,0.0,0.0,0.0,1.0,734.0,455950.0,447660.0,820710.0,410355.0,246213.0,-82071.0,0.0,8290.0
4911,61350.0,4908.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.0,613500.0,907980.0,245400.0,122700.0,49080.0,-24540.0,0.0,-294480.0
5267,0.0,0.0,0.0,0.0,0.0,0.0,724.0,43.44,1.0,315.0,18100.0,24435.0,38010.0,15204.0,7602.0,-3801.0,0.0,-6335.0
5646,0.0,0.0,0.0,0.0,0.0,0.0,220.8,13.248,1.0,209.0,5520.0,2645.0,4416.0,3532.8,1324.8,-441.6,0.0,2875.0
6172,0.0,0.0,0.0,0.0,18345.6,1100.736,0.0,0.0,1.0,150.0,47040.0,45570.0,61152.0,48921.6,24460.8,-6115.2,0.0,1470.0
6357,0.0,0.0,109500.0,4380.0,0.0,0.0,0.0,0.0,1.0,672.0,219000.0,430700.0,1095000.0,657000.0,547500.0,-109500.0,0.0,-211700.0
6370,0.0,0.0,2230.2,89.208,0.0,0.0,0.0,0.0,1.0,572.0,8260.0,7080.0,347516.41448914696,15611.4,11151.0,-2230.2,0.0,1180.0
7662,31020.0,2481.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,901.0,310200.0,601600.0,186120.0,74448.0,18612.0,-34757.53669363203,0.0,-291400.0
7706,522.0,41.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,510.1986882982396,5220.0,9280.0,24012.0,16808.4,4802.4,-2401.2,0.0,-4060.0
7824,11895.0,951.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,968.0,118950.0,111020.0,344955.0,241468.5,103486.5,-34495.5,0.0,7930.0
7865,0.0,0.0,11223.36,448.9344,0.0,0.0,0.0,0.0,1.0,665.0,311760.0,303100.0,561168.0,392817.6,56116.8,-56116.8,0.0,8660.0
8444,2560.0,204.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,25600.0,23040.0,69120.0,41472.0,34560.0,-6912.0,0.0,2560.0
8492,0.0,0.0,0.0,0.0,0.0,0.0,561.6,33.696,1.0,366.0,18720.0,24960.0,7488.0,3744.0,748.8,-748.8,0.0,-6240.0
