ID,year,population,allmoney,debt,income,mainincome,profit,rawprofit,tax,ownervalue
1504434,2015.0,732.0,30700.0,24560.0,42980.0,21490.0,21490.0,-4298.0,0.0,6140.0
1504434,2016.0,102.0,24560.0,27630.0,56488.0,45190.4,16946.4,-5648.8,0.0,-3070.0
1504434,2017.0,720.0,18420.0,12280.0,1842.0,1289.4,736.8,-184.2,0.0,6140.0
1504813,2015.0,793.0,64400.0,124200.0,77280.0,38640.0,23184.0,-7728.0,0.0,-59800.0
1504813,2016.0,723.0,138000.0,203550.0,483000.0,386400.0,193200.0,-48300.0,0.0,-65550.0
1504813,2017.0,398.0,184000.0,90850.0,349600.0,174800.0,69920.0,-34960.0,0.0,93150.0
1505270,2015.0,341.0,,34120.0,125391.0,75234.6,50156.4,-12539.1,0.0,-8530.0
1505270,2016.0,527.0,68240.0,119420.0,307080.0,245664.0,122832.0,-30708.0,0.0,-51180.0
1505270,2017.0,360.0,42650.0,17060.0,55445.0,38811.5,22178.0,-5544.5,0.0,25590.0
1505351,2015.0,860.0,7330.0,0.0,12461.0,6230.5,3738.3,-1246.1,0.0,7330.0
1505351,2016.0,671.0,73300.0,65970.0,183250.0,91625.0,91625.0,-18325.0,0.0,7330.0
1505351,2017.0,488.0,65970.0,58640.0,32985.0,23089.5,6597.0,-3298.5,0.0,7330.0
1505369,2015.0,352.0,189300.0,274485.0,321810.0,128724.0,32181.0,-32181.0,0.0,-85185.0
1505369,2016.0,615.0,347050.0,681480.0,34705.0,,6941.0,-3470.5,0.0,-334430.0
1505369,2017.0,542.0,151440.0,145130.0,151440.0,75720.0,75720.0,-15144.0,0.0,6310.0
1505911,2015.0,759.0,255200.0,250560.0,1250480.0,750288.0,500192.0,-125048.0,0.0,4640.0
1505911,2016.0,185.0,167040.0,243600.0,551232.0,330739.2,220492.8,-55123.2,0.0,-76560.0
1505911,2017.0,967.0,60320.0,83520.0,283504.0,170102.4,141752.0,-28350.4,0.0,-23200.0
1506159,2015.0,696.0,43740.0,54675.0,8748.0,4374.0,874.8,-874.8,0.0,-10935.0
1506159,2016.0,934.0,204120.0,295245.0,836892.0,418446.0,334756.8,-83689.2,0.0,-91125.0
1506159,2017.0,963.0,291600.0,426465.0,641520.0,384912.0,320760.0,-64152.0,0.0,-134865.0
1507705,2015.0,481.0,195600.0,288510.0,410760.0,287532.0,82152.0,-41076.0,0.0,-92910.0
1507705,2016.0,253.0,104320.0,50530.0,260800.0,182560.0,78240.0,-26080.0,0.0,53790.0
1507705,2017.0,341.0,110840.0,53790.0,532032.0,372422.4,212812.8,-53203.2,0.0,57050.0
1508078,2015.0,388.0,15000.0,15000.0,19500.0,15600.0,3900.0,-1950.0,0.0,0.0
1508078,2016.0,444.0,50000.0,90000.0,105000.0,84000.0,42000.0,-10500.0,0.0,-40000.0
1508078,2017.0,637.0,30000.0,12500.0,123000.0,98400.0,61500.0,-12300.0,0.0,17500.0
1508300,2015.0,147.0,61800.0,115360.0,154500.0,77250.0,15450.0,-15450.0,0.0,-53560.0
1508300,2016.0,421.0,82400.0,78280.0,379040.0,151616.0,37904.0,-37904.0,0.0,4120.0
1508300,2017.0,458.0,103000.0,197760.0,422300.0,,168920.0,-42230.0,0.0,-94760.0
1508378,2015.0,592.0,21700.0,18600.0,36890.0,22134.0,11067.0,,0.0,3100.0
1508378,2016.0,566.0,124000.0,181350.0,409200.0,245520.0,122760.0,-40920.0,0.0,-57350.0
1508378,2017.0,136.0,55800.0,26350.0,228780.0,183024.0,22878.0,-22878.0,0.0,29450.0
1508639,2015.0,594.0,76880.0,134540.0,161448.0,113013.6,32289.6,-16144.8,0.0,-57660.0
1508639,2016.0,637.0,48050.0,76880.0,52855.0,21142.0,15856.5,-5285.5,0.0,-28830.0
1508639,2017.0,547.0,172980.0,163370.0,847602.0,423801.0,339040.8,-84760.2,0.0,9610.0
1510382,2015.0,264.0,17000.0,13600.0,51000.0,40800.0,15300.0,-5100.0,0.0,3400.0
1510382,2016.0,452.0,34000.0,30600.0,27200.0,21760.0,5440.0,-2720.0,0.0,3400.0
1510382,2017.0,827.0,40800.0,74800.0,8160.0,3264.0,1632.0,-816.0,0.0,-34000.0
1510583,2015.0,499.0,586300.0,865920.0,1113970.0,445588.0,334191.0,-111397.0,0.0,-279620.0
1510583,2016.0,183.0,631400.0,311190.0,1957340.0,782936.0,195734.0,-195734.0,0.0,320210.0
1510583,2017.0,286.0,270600.0,392370.0,703560.0,492492.0,70356.0,-70356.0,0.0,-121770.0
1511071,,632.0,213500.0,210450.0,683200.0,341600.0,204960.0,-68320.0,0.0,3050.0
1511071,2016.0,650.0,45750.0,21350.0,105225.0,73657.5,31567.5,-10522.5,0.0,24400.0
1511071,2017.0,958.0,146400.0,286700.0,512400.0,307440.0,153720.0,-51240.0,0.0,-140300.0
1511390,2015.0,352.0,79800.0,37050.0,207480.0,145236.0,20748.0,-20748.0,0.0,42750.0
1511390,2016.0,531.0,228000.0,111150.0,387600.0,310080.0,193800.0,-38760.0,0.0,116850.0
1511390,2017.0,912.0,205200.0,299250.0,533520.0,266760.0,53352.0,-53352.0,0.0,-94050.0
1512644,2015.0,536.0,26720.0,11690.0,104208.0,41683.2,41683.2,-10420.8,0.0,15030.0
1512644,2016.0,64.0,33400.0,60120.0,156980.0,109886.0,31396.0,-15698.0,0.0,-26720.0
1512644,2017.0,878.0,80160.0,38410.0,208416.0,125049.6,41683.2,-20841.6,0.0,41750.0
1513300,2015.0,645.0,25600.0,11520.0,12800.0,6400.0,1280.0,-1280.0,0.0,14080.0
1513300,2016.0,178.0,7680.0,7680.0,13824.0,6912.0,5529.6,-1382.4,0.0,0.0
1513300,2017.0,899.0,51200.0,72960.0,240640.0,144384.0,72192.0,-24064.0,0.0,-21760.0
1513319,2015.0,393.0,6900.0,2875.0,14490.0,11592.0,7245.0,-1449.0,0.0,4025.0
1513319,2016.0,890.0,4600.0,3450.0,4600.0,2760.0,1380.0,-460.0,0.0,
1513319,2017.0,797.0,5750.0,2300.0,1150.0,690.0,345.0,-115.0,0.0,3450.0
1513523,2015.0,704.0,46240.0,43350.0,36992.0,18496.0,14796.8,-3699.2,0.0,2890.0
1513523,2016.0,224.0,28900.0,26010.0,34680.0,13872.0,10404.0,-3468.0,0.0,2890.0
1513523,2017.0,808.0,52020.0,73695.0,5202.0,2601.0,520.2,-520.2,0.0,-21675.0
1513771,2015.0,938.0,183000.0,260775.0,750300.0,525210.0,225090.0,-75030.0,0.0,
1513771,2016.0,325.0,45750.0,36600.0,9150.0,4575.0,1830.0,-915.0,0.0,9150.0
1513771,2017.0,506.0,109800.0,150975.0,164700.0,65880.0,49410.0,-16470.0,0.0,-41175.0
1513846,2015.0,198.0,18880.0,16520.0,71744.0,35872.0,21523.2,-7174.4,0.0,2360.0
1513846,2016.0,980.0,11800.0,14160.0,2360.0,1652.0,1180.0,,0.0,-2360.0
1513846,2017.0,729.0,28320.0,25960.0,116112.0,81278.4,58056.0,-11611.2,0.0,2360.0
1514287,2015.0,420.0,63840.0,111720.0,82992.0,58094.4,16598.4,-8299.2,0.0,-47880.0
1514287,2016.0,622.0,159600.0,227430.0,510720.0,204288.0,153216.0,-51072.0,,-67830.0
1514287,2017.0,939.0,95760.0,131670.0,47880.0,33516.0,14364.0,-4788.0,0.0,-35910.0
1514859,2015.0,181.0,15960.0,13300.0,79800.0,39900.0,15960.0,-7980.0,0.0,2660.0
1514859,2016.0,94.0,23940.0,42560.0,79002.0,63201.6,7900.2,-7900.2,0.0,-18620.0
1514859,2017.0,599.0,53200.0,101080.0,133000.0,106400.0,13300.0,-13300.0,0.0,
1514971,2015.0,481.0,15210.0,13520.0,18252.0,12776.4,1825.2,-1825.2,0.0,1690.0
1514971,2016.0,867.0,6760.0,5070.0,29744.0,20820.8,5948.8,-2974.4,0.0,1690.0
1514971,2017.0,937.0,16900.0,30420.0,35490.0,14196.0,10647.0,-3549.0,0.0,-13520.0
1515386,2015.0,20.0,42120.0,57915.0,37908.0,18954.0,18954.0,-3790.8,0.0,-15795.0
1515386,2016.0,484.0,56160.0,78975.0,185328.0,129729.6,18532.8,-18532.8,0.0,-22815.0
1515386,2017.0,569.0,17550.0,21060.0,87750.0,70200.0,17550.0,-8775.0,,-3510.0
1515839,2015.0,95.0,33760.0,29540.0,151920.0,91152.0,75960.0,-15192.0,0.0,4220.0
1515839,2016.0,67.0,42200.0,75960.0,202560.0,141792.0,40512.0,-20256.0,0.0,-33760.0
1515839,2017.0,208.0,75960.0,71740.0,334224.0,167112.0,66844.8,-33422.4,0.0,4220.0
1516732,2015.0,269.0,181800.0,88375.0,272700.0,136350.0,81810.0,-27270.0,0.0,93425.0
1516732,2016.0,782.0,151500.0,73225.0,409050.0,163620.0,81810.0,-40905.0,0.0,78275.0
1516732,2017.0,412.0,222200.0,108575.0,422180.0,295526.0,126654.0,-42218.0,0.0,113625.0
1516890,2015.0,964.0,5320.0,6840.0,1064.0,425.6,532.0,-106.4,0.0,-1520.0
1516890,2016.0,263.0,24320.0,47120.0,104576.0,41830.4,10457.6,-10457.6,0.0,-22800.0
1516890,2017.0,766.0,34200.0,66880.0,30780.0,15390.0,6156.0,-3078.0,0.0,-32680.0
1517061,2015.0,114.0,88000.0,126720.0,35200.0,24640.0,10560.0,-3520.0,0.0,-38720.0
1517061,,819.0,84480.0,80960.0,253440.0,177408.0,126720.0,-25344.0,0.0,3520.0
1517061,2017.0,164.0,24640.0,10560.0,110880.0,55440.0,33264.0,-11088.0,0.0,14080.0
1517125,2015.0,990.0,168800.0,80180.0,236320.0,165424.0,23632.0,-23632.0,0.0,88620.0
1517125,2016.0,807.0,464200.0,911520.0,185680.0,148544.0,37136.0,-18568.0,0.0,-447320.0
1517125,2017.0,472.0,405120.0,595020.0,1336896.0,1069516.8,133689.6,-133689.6,0.0,-189900.0
1517844,2015.0,568.0,18000.0,32400.0,34200.0,27360.0,13680.0,-3420.0,0.0,-14400.0
1517844,2016.0,849.0,54000.0,26100.0,248400.0,124200.0,24840.0,-24840.0,0.0,27900.0
1517844,,411.0,63000.0,91800.0,170100.0,68040.0,51030.0,-17010.0,0.0,-28800.0
1518318,2015.0,553.0,184320.0,357120.0,571392.0,228556.8,285696.0,-57139.2,0.0,-172800.0
1518318,2016.0,367.0,259200.0,126720.0,959040.0,671328.0,287712.0,-95904.0,0.0,132480.0
1518318,2017.0,703.0,115200.0,109440.0,172800.0,103680.0,34560.0,-17280.0,0.0,5760.0
1519109,2015.0,49.0,96720.0,92690.0,222456.0,177964.8,22245.6,-22245.6,0.0,4030.0
1519109,2016.0,409.0,36270.0,32240.0,174096.0,69638.4,52228.8,-17409.6,0.0,4030.0
1519109,2017.0,282.0,80600.0,153140.0,378820.0,227292.0,37882.0,-37882.0,0.0,-72540.0
1519114,2015.0,893.0,60300.0,56950.0,108540.0,54270.0,10854.0,-10854.0,0.0,3350.0
1519114,2016.0,379.0,117250.0,113900.0,433825.0,303677.5,173530.0,-43382.5,0.0,3350.0
1519114,2017.0,835.0,53600.0,25125.0,26800.0,10720.0,5360.0,-2680.0,0.0,28475.0
1519595,2015.0,73.0,20430.0,36320.0,59247.0,41472.9,5924.7,-5924.7,0.0,-15890.0
1519595,2016.0,672.0,36320.0,51075.0,119856.0,83899.2,59928.0,-11985.6,0.0,-14755.0
1519595,2017.0,845.0,34050.0,15890.0,,8172.0,3064.5,-1021.5,0.0,18160.0
1520230,2015.0,372.0,38200.0,30560.0,152800.0,61120.0,61120.0,-15280.0,0.0,7640.0
1520230,2016.0,297.0,183360.0,175720.0,385056.0,154022.4,115516.8,-38505.6,0.0,7640.0
1520230,2017.0,932.0,160440.0,152800.0,705936.0,494155.2,70593.6,-70593.6,0.0,7640.0
1520882,2015.0,553.0,81480.0,37830.0,171108.0,68443.2,85554.0,-17110.8,0.0,43650.0
1520882,2016.0,759.0,261900.0,256080.0,419040.0,293328.0,209520.0,-41904.0,0.0,5820.0
1520882,2017.0,89.0,279360.0,273540.0,307296.0,245836.8,153648.0,-30729.6,0.0,5820.0
1521133,2015.0,357.0,156780.0,74035.0,141102.0,56440.8,56440.8,-14110.2,0.0,82745.0
1521133,2016.0,109.0,87100.0,117585.0,391950.0,156780.0,195975.0,-39195.0,0.0,-30485.0
1521133,2017.0,660.0,191620.0,274365.0,938938.0,657256.6,281681.4,-93893.8,0.0,-82745.0
1521636,2015.0,,25900.0,34965.0,31080.0,15540.0,9324.0,-3108.0,0.0,-9065.0
1521636,2016.0,203.0,31080.0,56980.0,136752.0,82051.2,41025.6,-13675.2,,-25900.0
1521636,2017.0,105.0,51800.0,49210.0,196840.0,118104.0,39368.0,-19684.0,0.0,2590.0
1521892,2015.0,,16760.0,6285.0,16760.0,8380.0,5028.0,-1676.0,0.0,10475.0
1521892,2016.0,444.0,50280.0,46090.0,186036.0,111621.6,74414.4,-18603.6,0.0,4190.0
1521892,2017.0,106.0,50280.0,46090.0,251400.0,201120.0,100560.0,-25140.0,0.0,4190.0
1523136,2015.0,183.0,296400.0,143260.0,1037400.0,518700.0,414960.0,-103740.0,0.0,153140.0
1523136,2016.0,138.0,158080.0,296400.0,158080.0,94848.0,31616.0,-15808.0,0.0,-138320.0
1523136,2017.0,645.0,335920.0,326040.0,235144.0,188115.2,47028.8,-23514.4,0.0,9880.0
1523906,2015.0,284.0,46970.0,20130.0,89243.0,44621.5,44621.5,-8924.3,0.0,26840.0
1523906,2016.0,412.0,107360.0,100650.0,386496.0,270547.2,115948.8,-38649.6,0.0,6710.0
1523906,2017.0,934.0,181170.0,87230.0,489159.0,244579.5,146747.7,-48915.9,0.0,93940.0
1524619,2015.0,708.0,3300.0,825.0,13530.0,8118.0,2706.0,-1353.0,0.0,2475.0
1524619,2016.0,833.0,4950.0,4950.0,12375.0,6187.5,6187.5,-1237.5,0.0,0.0
1524619,2017.0,393.0,6600.0,4950.0,15840.0,9504.0,1584.0,-1584.0,0.0,1650.0
1524724,2015.0,564.0,3880.0,1455.0,19400.0,15520.0,1940.0,-1940.0,0.0,2425.0
1524724,2016.0,785.0,3880.0,4365.0,2716.0,2172.8,271.6,-271.6,0.0,-485.0
1524724,2017.0,499.0,5820.0,9700.0,25026.0,10010.4,7507.8,-2502.6,0.0,-3880.0
1525188,2015.0,25.0,11500.0,18400.0,8050.0,3220.0,3220.0,-805.0,0.0,-6900.0
1525188,2016.0,297.0,55200.0,26450.0,143520.0,100464.0,71760.0,-14352.0,0.0,28750.0
1525188,2017.0,740.0,32200.0,59800.0,138460.0,69230.0,55384.0,-13846.0,0.0,-27600.0
1525939,2015.0,768.0,57240.0,104940.0,246132.0,196905.6,49226.4,-24613.2,0.0,-47700.0
1525939,2016.0,875.0,23850.0,28620.0,54855.0,21942.0,5485.5,-5485.5,0.0,-4770.0
1525939,2017.0,528.0,57240.0,78705.0,131652.0,52660.8,13165.2,-13165.2,0.0,-21465.0
1526718,2015.0,113.0,307200.0,449280.0,1443840.0,1010688.0,288768.0,-144384.0,0.0,-142080.0
1526718,2016.0,313.0,138240.0,130560.0,400896.0,160358.4,80179.2,-40089.6,0.0,7680.0
1526718,2017.0,570.0,76800.0,138240.0,276480.0,193536.0,138240.0,-27648.0,0.0,-61440.0
1526808,2015.0,228.0,196840.0,189810.0,393680.0,275576.0,118104.0,-39368.0,0.0,7030.0
1526808,2016.0,93.0,112480.0,158175.0,528656.0,422924.8,264328.0,-52865.6,0.0,-45695.0
1526808,2017.0,106.0,189810.0,274170.0,892107.0,446053.5,89210.7,-89210.7,0.0,-84360.0
1526853,2015.0,704.0,128160.0,122820.0,307584.0,246067.2,153792.0,-30758.4,0.0,5340.0
1526853,2016.0,741.0,192240.0,280350.0,826632.0,661305.6,247989.6,-82663.2,0.0,-88110.0
1526853,2017.0,449.0,267000.0,130830.0,53400.0,32040.0,16020.0,-5340.0,0.0,136170.0
1526953,2015.0,116.0,68180.0,126620.0,184086.0,92043.0,36817.2,-18408.6,0.0,-58440.0
1526953,2016.0,957.0,219150.0,428560.0,350640.0,245448.0,140256.0,-35064.0,0.0,-209410.0
1526953,2017.0,378.0,233760.0,343335.0,374016.0,187008.0,74803.2,-37401.6,0.0,-109575.0
1528324,2015.0,807.0,210000.0,102375.0,693000.0,415800.0,277200.0,-69300.0,0.0,107625.0
1528324,2016.0,830.0,231000.0,112875.0,646800.0,517440.0,129360.0,-64680.0,0.0,118125.0
1528324,2017.0,846.0,63000.0,115500.0,302400.0,120960.0,151200.0,-30240.0,0.0,-52500.0
1528326,2015.0,792.0,5920.0,0.0,13616.0,6808.0,1361.6,-1361.6,0.0,5920.0
1528326,2016.0,793.0,23680.0,8880.0,97088.0,38835.2,19417.6,-9708.8,0.0,14800.0
1528326,2017.0,337.0,88800.0,124320.0,346320.0,207792.0,69264.0,-34632.0,0.0,-35520.0
1528976,2015.0,933.0,57000.0,112100.0,210900.0,147630.0,63270.0,-21090.0,,-55100.0
1528976,2016.0,537.0,30400.0,14725.0,76000.0,45600.0,38000.0,-7600.0,0.0,15675.0
1528976,2017.0,630.0,48450.0,47500.0,62985.0,37791.0,12597.0,-6298.5,0.0,950.0
1529596,2015.0,668.0,45200.0,61020.0,176280.0,105768.0,70512.0,-17628.0,0.0,-15820.0
1529596,2016.0,785.0,54240.0,74580.0,265776.0,159465.6,106310.4,-26577.6,0.0,-20340.0
1529596,2017.0,589.0,158200.0,153680.0,680260.0,544208.0,204078.0,-68026.0,0.0,4520.0
1529945,2015.0,838.0,15000.0,7125.0,72000.0,36000.0,7200.0,-7200.0,0.0,7875.0
1529945,2016.0,597.0,24750.0,24000.0,27225.0,21780.0,5445.0,-2722.5,0.0,750.0
1529945,2017.0,573.0,18000.0,8625.0,48600.0,29160.0,14580.0,-4860.0,0.0,9375.0
1530029,2015.0,78.0,68250.0,66500.0,293475.0,117390.0,29347.5,-29347.5,0.0,1750.0
1530029,2016.0,444.0,24500.0,34125.0,34300.0,13720.0,10290.0,-3430.0,0.0,-9625.0
1530029,2017.0,981.0,26250.0,12250.0,131250.0,65625.0,26250.0,-13125.0,0.0,14000.0
1530732,2015.0,758.0,3220.0,5980.0,16100.0,6440.0,4830.0,-1610.0,0.0,-2760.0
1530732,2016.0,51.0,,25530.0,74175.0,29670.0,22252.5,-7417.5,0.0,-8280.0
1530732,2017.0,444.0,3680.0,5175.0,16928.0,8464.0,3385.6,-1692.8,0.0,-1495.0
1530981,2015.0,535.0,595200.0,292640.0,2559360.0,1279680.0,1279680.0,-255936.0,0.0,302560.0
1530981,2016.0,712.0,386880.0,565440.0,1044576.0,835660.8,417830.4,-104457.6,0.0,-178560.0
1530981,2017.0,898.0,138880.0,,319424.0,127769.6,63884.8,-31942.4,0.0,9920.0
1531354,2015.0,623.0,30500.0,13725.0,128100.0,102480.0,38430.0,-12810.0,0.0,16775.0
1531354,2016.0,584.0,45750.0,64050.0,137250.0,54900.0,54900.0,-13725.0,0.0,-18300.0
1531354,2017.0,925.0,24400.0,10675.0,63440.0,50752.0,12688.0,-6344.0,0.0,13725.0
1531823,2015.0,470.0,13660.0,13660.0,1366.0,1092.8,683.0,-136.6,0.0,0.0
1531823,2016.0,437.0,81960.0,112695.0,81960.0,65568.0,24588.0,-8196.0,0.0,-30735.0
1531823,2017.0,500.0,136600.0,129770.0,532740.0,426192.0,53274.0,-53274.0,0.0,6830.0
1531870,2015.0,327.0,243600.0,237510.0,560280.0,448224.0,224112.0,-56028.0,0.0,6090.0
1531870,2016.0,449.0,66990.0,121800.0,,53592.0,66990.0,-13398.0,0.0,-54810.0
1531870,2017.0,868.0,219240.0,319725.0,285012.0,142506.0,57002.4,-28501.2,0.0,-100485.0
1532387,2015.0,364.0,87570.0,41700.0,210168.0,168134.4,84067.2,-21016.8,0.0,45870.0
1532387,2016.0,614.0,100080.0,143865.0,430344.0,172137.6,215172.0,-43034.4,0.0,-43785.0
1532387,2017.0,514.0,75060.0,70890.0,135108.0,108086.4,40532.4,-13510.8,0.0,4170.0
1532784,2015.0,116.0,453750.0,891000.0,1134375.0,907500.0,,-113437.5,0.0,-437250.0
1532784,2016.0,986.0,297000.0,144375.0,831600.0,332640.0,83160.0,-83160.0,0.0,152625.0
1532784,2017.0,225.0,536250.0,528000.0,589875.0,353925.0,117975.0,-58987.5,0.0,8250.0
1533388,2015.0,877.0,7920.0,15180.0,33264.0,19958.4,16632.0,-3326.4,0.0,-7260.0
1533388,2016.0,834.0,6930.0,13200.0,18018.0,10810.8,1801.8,-1801.8,0.0,-6270.0
1533388,2017.0,44.0,13200.0,19305.0,9240.0,5544.0,4620.0,-924.0,0.0,-6105.0
1533776,2015.0,225.0,25560.0,8520.0,125244.0,62622.0,50097.6,-12524.4,0.0,17040.0
1533776,2016.0,618.0,170400.0,80940.0,545280.0,381696.0,54528.0,-54528.0,0.0,89460.0
1533776,2017.0,999.0,170400.0,161880.0,323760.0,226632.0,161880.0,-32376.0,0.0,8520.0
1534034,2015.0,109.0,464100.0,228735.0,1856400.0,1113840.0,185640.0,-185640.0,0.0,235365.0
1534034,2016.0,879.0,497250.0,981240.0,944775.0,755820.0,377910.0,-94477.5,0.0,-483990.0
1534034,2017.0,198.0,318240.0,467415.0,636480.0,445536.0,318240.0,-63648.0,0.0,-149175.0
1534705,2015.0,530.0,109200.0,52780.0,338520.0,135408.0,135408.0,-33852.0,0.0,56420.0
1534705,2016.0,492.0,174720.0,342160.0,174720.0,104832.0,69888.0,-17472.0,0.0,-167440.0
1534705,2017.0,556.0,185640.0,273000.0,649740.0,519792.0,259896.0,-64974.0,0.0,-87360.0
1535213,2015.0,323.0,20310.0,27080.0,54837.0,32902.2,5483.7,-5483.7,0.0,-6770.0
1535213,2016.0,355.0,27080.0,10155.0,97488.0,58492.8,9748.8,-9748.8,0.0,16925.0
1535213,2017.0,918.0,33850.0,13540.0,60930.0,36558.0,6093.0,-6093.0,0.0,20310.0
1536192,2015.0,432.0,277200.0,406560.0,1053360.0,737352.0,526680.0,-105336.0,0.0,-129360.0
1536192,2016.0,452.0,246400.0,480480.0,1084160.0,867328.0,325248.0,-108416.0,0.0,-234080.0
1536192,2017.0,575.0,271040.0,529760.0,243936.0,170755.2,48787.2,-24393.6,0.0,-258720.0
1536728,2015.0,489.0,29000.0,55100.0,63800.0,25520.0,25520.0,-6380.0,0.0,-26100.0
1536728,2016.0,109.0,29000.0,55100.0,75400.0,37700.0,15080.0,-7540.0,0.0,-26100.0
1536728,2017.0,512.0,8700.0,7250.0,36540.0,18270.0,10962.0,-3654.0,0.0,1450.0
1537229,2015.0,586.0,592800.0,874380.0,1304160.0,782496.0,391248.0,-130416.0,0.0,-281580.0
1537229,2016.0,813.0,632320.0,311220.0,1011712.0,708198.4,101171.2,-101171.2,0.0,321100.0
1537229,2017.0,555.0,335920.0,489060.0,1478048.0,1034633.6,591219.2,-147804.8,0.0,-153140.0
1537885,2015.0,823.0,171150.0,166260.0,222495.0,133497.0,88998.0,-22249.5,0.0,4890.0
1537885,2016.0,789.0,195600.0,381420.0,762840.0,610272.0,228852.0,-76284.0,0.0,-185820.0
1537885,2017.0,559.0,132030.0,63570.0,554526.0,277263.0,166357.8,-55452.6,0.0,68460.0
1538213,2015.0,665.0,41940.0,52425.0,33552.0,13420.8,16776.0,-3355.2,0.0,-10485.0
1538213,2016.0,602.0,27960.0,10485.0,97860.0,58716.0,39144.0,-9786.0,0.0,17475.0
1538213,2017.0,305.0,34950.0,55920.0,157275.0,110092.5,62910.0,-15727.5,0.0,-20970.0
1538281,2015.0,106.0,409920.0,603900.0,1475712.0,737856.0,295142.4,-147571.2,0.0,-193980.0
1538281,2016.0,872.0,329400.0,483120.0,1087020.0,434808.0,326106.0,-108702.0,0.0,-153720.0
1538281,2017.0,386.0,351360.0,516060.0,1475712.0,885427.2,295142.4,-147571.2,0.0,-164700.0
1538455,2015.0,623.0,180960.0,346840.0,452400.0,271440.0,90480.0,-45240.0,0.0,-165880.0
1538455,2016.0,141.0,392080.0,192270.0,1137032.0,682219.2,341109.6,-113703.2,0.0,199810.0
1538455,2017.0,683.0,422240.0,207350.0,717808.0,358904.0,358904.0,-71780.8,0.0,214890.0
1539261,2015.0,892.0,2750.0,3300.0,4675.0,3272.5,1870.0,-467.5,0.0,-550.0
1539261,2016.0,953.0,16500.0,7975.0,59400.0,41580.0,17820.0,-5940.0,0.0,8525.0
1539261,2017.0,152.0,11550.0,16500.0,33495.0,16747.5,13398.0,-3349.5,0.0,-4950.0
1540298,2015.0,104.0,203060.0,387660.0,20306.0,8122.4,6091.8,-2030.6,0.0,-184600.0
