ID,invention,logo,copyright
1543414.0,0.0,0.0,0.0
1544918.0,0.0,0.0,0.0
1545334.0,0.0,1.0,0.0
1545707.0,0.0,0.0,0.0
1546004.0,0.0,0.0,0.0
1546451.0,0.0,0.0,0.0
1546993.0,0.0,0.0,0.0
1547119.0,0.0,0.0,0.0
1547367.0,1.0,0.0,0.0
1547959.0,0.0,0.0,1.0
1549370.0,1.0,1.0,0.0
1549444.0,0.0,0.0,0.0
1550498.0,0.0,0.0,0.0
1551170.0,0.0,1.0,1.0
1551450.0,0.0,0.0,1.0
1552089.0,1.0,0.0,1.0
1552435.0,1.0,1.0,0.0
1552738.0,0.0,0.0,1.0
1553278.0,0.0,0.0,1.0
1553510.0,1.0,0.0,1.0
1553588.0,0.0,0.0,0.0
1553630.0,0.0,1.0,1.0
1553682.0,1.0,0.0,1.0
1554488.0,1.0,1.0,0.0
1554541.0,0.0,1.0,1.0
1554718.0,0.0,0.0,0.0
1555145.0,1.0,0.0,1.0
1555208.0,0.0,0.0,0.0
1555330.0,0.0,1.0,0.0
1555605.0,0.0,0.0,0.0
1557259.0,0.0,0.0,0.0
1557402.0,0.0,1.0,0.0
1557691.0,1.0,1.0,0.0
1558244.0,1.0,0.0,1.0
1558322.0,0.0,1.0,1.0
1558325.0,0.0,0.0,1.0
1558751.0,1.0,1.0,1.0
1560256.0,1.0,0.0,1.0
1560384.0,0.0,0.0,0.0
1562919.0,0.0,1.0,1.0
1563002.0,0.0,1.0,0.0
1563492.0,1.0,1.0,0.0
1563909.0,0.0,0.0,0.0
1564440.0,0.0,1.0,1.0
1564588.0,1.0,0.0,1.0
1565909.0,1.0,1.0,0.0
1566228.0,0.0,0.0,0.0
1566455.0,0.0,0.0,0.0
1566752.0,0.0,0.0,0.0
1566918.0,0.0,1.0,1.0
1567283.0,1.0,0.0,0.0
1567703.0,,1.0,1.0
1567764.0,1.0,0.0,1.0
1567890.0,0.0,0.0,0.0
1568096.0,0.0,0.0,1.0
1570119.0,0.0,1.0,1.0
1570228.0,0.0,1.0,1.0
1570686.0,1.0,0.0,1.0
1570852.0,0.0,0.0,0.0
1571190.0,0.0,0.0,0.0
1571615.0,0.0,0.0,0.0
1572071.0,1.0,1.0,0.0
1572486.0,1.0,0.0,1.0
1572541.0,1.0,0.0,1.0
1572622.0,0.0,0.0,0.0
1572855.0,0.0,0.0,0.0
1573243.0,0.0,1.0,1.0
1573512.0,0.0,0.0,0.0
1574021.0,0.0,1.0,1.0
1574118.0,0.0,0.0,0.0
1574913.0,0.0,0.0,0.0
1575284.0,0.0,0.0,0.0
1575397.0,0.0,0.0,0.0
1575579.0,1.0,0.0,1.0
1575834.0,1.0,0.0,0.0
1575959.0,0.0,1.0,0.0
1576112.0,1.0,1.0,1.0
1577100.0,0.0,1.0,0.0
1577162.0,,0.0,0.0
1577627.0,1.0,1.0,0.0
1577889.0,0.0,0.0,0.0
1578227.0,0.0,0.0,0.0
1578865.0,,1.0,0.0
1579021.0,0.0,0.0,0.0
1579058.0,0.0,0.0,0.0
1579963.0,0.0,1.0,1.0
1580320.0,0.0,1.0,1.0
1580341.0,0.0,0.0,0.0
1580514.0,0.0,0.0,0.0
1580748.0,0.0,0.0,1.0
1581162.0,0.0,0.0,0.0
1582766.0,0.0,0.0,0.0
1583126.0,0.0,0.0,0.0
1583305.0,0.0,0.0,0.0
1583326.0,0.0,0.0,0.0
1583666.0,0.0,0.0,0.0
1584220.0,0.0,1.0,1.0
1584557.0,0.0,1.0,1.0
1584642.0,0.0,1.0,1.0
1585305.0,0.0,0.0,0.0
1585704.0,1.0,0.0,1.0
1586149.0,0.0,0.0,0.0
1586426.0,0.0,0.0,0.0
1587017.0,0.0,0.0,0.0
1587048.0,1.0,1.0,0.0
1587686.0,1.0,0.0,1.0
1587790.0,0.0,1.0,1.0
1588546.0,0.0,0.0,1.0
1589372.0,0.0,0.0,0.0
1589560.0,1.0,0.0,1.0
1589638.0,1.0,0.0,1.0
1589679.0,0.0,0.0,0.0
1590326.0,0.0,0.0,0.0
1591157.0,0.0,0.0,0.0
1591744.0,1.0,1.0,0.0
1591886.0,0.0,0.0,0.0
1592122.0,0.0,1.0,1.0
1593111.0,0.0,0.0,0.0
1593332.0,,0.0,0.0
1594316.0,0.0,0.0,0.0
1594818.0,1.0,1.0,1.0
1595520.0,0.0,0.0,0.0
1595861.0,1.0,1.0,1.0
1595986.0,0.0,1.0,0.0
1596086.0,1.0,0.0,0.0
1596206.0,1.0,1.0,1.0
1597926.0,1.0,1.0,1.0
1598073.0,1.0,0.0,1.0
1598291.0,0.0,0.0,0.0
1598515.0,1.0,0.0,1.0
1598614.0,0.0,0.0,0.0
1598742.0,1.0,0.0,1.0
1598821.0,0.0,0.0,0.0
1599756.0,1.0,1.0,1.0
1600364.0,1.0,0.0,0.0
1601285.0,1.0,1.0,1.0
1602115.0,0.0,0.0,0.0
1602157.0,0.0,1.0,0.0
1602657.0,0.0,1.0,0.0
1602767.0,0.0,1.0,0.0
1604597.0,0.0,0.0,0.0
1604726.0,1.0,0.0,1.0
1604747.0,0.0,1.0,1.0
1604903.0,0.0,0.0,0.0
1605152.0,0.0,0.0,0.0
1605400.0,0.0,1.0,1.0
1605484.0,1.0,0.0,0.0
1605526.0,0.0,1.0,1.0
1606308.0,0.0,0.0,0.0
1606581.0,0.0,0.0,
1606714.0,1.0,0.0,1.0
1606805.0,0.0,0.0,0.0
1607109.0,1.0,0.0,1.0
1607335.0,0.0,0.0,1.0
1607659.0,1.0,1.0,0.0
1607717.0,1.0,1.0,0.0
1608624.0,1.0,1.0,1.0
1608910.0,0.0,1.0,0.0
1608999.0,0.0,0.0,0.0
1609337.0,0.0,1.0,1.0
1609359.0,0.0,0.0,0.0
1609544.0,0.0,0.0,0.0
1609876.0,1.0,1.0,0.0
1610028.0,0.0,1.0,1.0
1610437.0,0.0,0.0,0.0
1610545.0,1.0,0.0,1.0
1611112.0,1.0,0.0,0.0
1611327.0,0.0,1.0,1.0
1612283.0,0.0,1.0,1.0
1612351.0,0.0,1.0,0.0
1613267.0,1.0,1.0,1.0
1613414.0,1.0,0.0,1.0
1613835.0,0.0,0.0,1.0
1613969.0,1.0,1.0,1.0
1615426.0,0.0,0.0,0.0
1615742.0,0.0,0.0,0.0
1616388.0,0.0,0.0,0.0
1616902.0,0.0,1.0,1.0
1617273.0,0.0,0.0,0.0
1617538.0,0.0,0.0,0.0
1617765.0,0.0,0.0,0.0
1618072.0,0.0,0.0,0.0
1618149.0,1.0,1.0,0.0
1618406.0,0.0,1.0,0.0
1618560.0,0.0,0.0,1.0
1618853.0,0.0,0.0,0.0
1619727.0,0.0,0.0,0.0
1620759.0,1.0,1.0,0.0
1621155.0,0.0,0.0,0.0
1621322.0,1.0,1.0,0.0
1621379.0,0.0,0.0,0.0
1621426.0,0.0,1.0,1.0
1621883.0,1.0,1.0,1.0
1621981.0,0.0,1.0,1.0
1622204.0,0.0,0.0,0.0
1622579.0,0.0,0.0,0.0
1622835.0,1.0,1.0,0.0
1622940.0,0.0,0.0,1.0
1624077.0,0.0,0.0,0.0
1624639.0,0.0,0.0,0.0
1626522.0,1.0,1.0,0.0
1627376.0,0.0,0.0,1.0
1627519.0,0.0,0.0,0.0
1628053.0,1.0,1.0,0.0
1628855.0,0.0,0.0,0.0
1628870.0,1.0,1.0,1.0
1628891.0,0.0,0.0,0.0
1628959.0,0.0,0.0,0.0
1629120.0,0.0,0.0,0.0
1629341.0,0.0,1.0,1.0
1629695.0,0.0,0.0,0.0
1629885.0,0.0,0.0,0.0
1630031.0,0.0,0.0,0.0
1630092.0,0.0,0.0,0.0
1630780.0,1.0,0.0,0.0
1631303.0,0.0,0.0,0.0
1631880.0,0.0,1.0,0.0
1631894.0,0.0,0.0,0.0
1632077.0,0.0,1.0,1.0
1632150.0,1.0,1.0,1.0
1632392.0,1.0,1.0,1.0
1632618.0,0.0,0.0,0.0
1632699.0,0.0,0.0,0.0
1633229.0,0.0,0.0,0.0
1633806.0,,1.0,1.0
1633998.0,0.0,0.0,1.0
1634555.0,0.0,0.0,0.0
1634838.0,1.0,0.0,0.0
1635213.0,0.0,0.0,0.0
1635286.0,1.0,1.0,1.0
1635342.0,0.0,0.0,0.0
1635510.0,1.0,1.0,0.0
1635616.0,0.0,0.0,0.0
1636188.0,0.0,0.0,0.0
1636272.0,1.0,1.0,1.0
1636498.0,1.0,0.0,1.0
1636949.0,0.0,0.0,0.0
1637583.0,0.0,0.0,0.0
1639429.0,0.0,0.0,0.0
1639997.0,1.0,1.0,0.0
1640082.0,0.0,0.0,0.0
1640213.0,0.0,1.0,0.0
1640344.0,0.0,0.0,0.0
1640660.0,1.0,1.0,0.0
1641174.0,0.0,1.0,1.0
1641444.0,0.0,1.0,1.0
1641614.0,0.0,0.0,0.0
1641777.0,0.0,0.0,0.0
1641922.0,0.0,1.0,0.0
1642413.0,0.0,1.0,1.0
1643125.0,1.0,1.0,0.0
1643142.0,0.0,0.0,0.0
1644155.0,0.0,0.0,0.0
1644550.0,0.0,1.0,0.0
1644599.0,0.0,1.0,1.0
1645473.0,1.0,0.0,1.0
1645790.0,1.0,1.0,0.0
1646219.0,1.0,1.0,0.0
1646397.0,0.0,,0.0
1646984.0,0.0,0.0,0.0
1647562.0,1.0,1.0,
1648300.0,0.0,0.0,0.0
1648751.0,0.0,1.0,1.0
1649184.0,0.0,0.0,0.0
1650152.0,0.0,0.0,0.0
1650501.0,0.0,1.0,1.0
1650913.0,0.0,0.0,0.0
1650939.0,0.0,0.0,0.0
1651040.0,1.0,0.0,1.0
1651227.0,0.0,0.0,0.0
1651314.0,0.0,0.0,0.0
1651707.0,1.0,0.0,0.0
1651987.0,1.0,0.0,1.0
1652376.0,0.0,1.0,0.0
1652712.0,1.0,1.0,1.0
1653015.0,0.0,0.0,1.0
1653042.0,0.0,0.0,0.0
1653682.0,0.0,0.0,0.0
1654655.0,1.0,,1.0
1654662.0,0.0,1.0,1.0
1654736.0,1.0,0.0,1.0
1655290.0,0.0,1.0,1.0
1655453.0,0.0,0.0,0.0
1655958.0,1.0,1.0,1.0
1656036.0,0.0,0.0,0.0
1656394.0,0.0,0.0,0.0
1656882.0,1.0,1.0,0.0
1658631.0,0.0,0.0,0.0
1659482.0,0.0,0.0,0.0
1660617.0,0.0,0.0,0.0
1661588.0,0.0,0.0,1.0
1661927.0,0.0,1.0,0.0
1662067.0,0.0,1.0,0.0
1662427.0,1.0,1.0,0.0
1662509.0,1.0,0.0,1.0
1662745.0,1.0,1.0,0.0
1663353.0,1.0,1.0,0.0
1664708.0,0.0,1.0,1.0
1664793.0,1.0,1.0,1.0
1665089.0,0.0,1.0,0.0
1665271.0,0.0,0.0,0.0
1665627.0,0.0,0.0,0.0
1665850.0,0.0,0.0,0.0
1665998.0,0.0,0.0,1.0
1666032.0,1.0,0.0,1.0
1666620.0,0.0,0.0,0.0
1667976.0,0.0,1.0,0.0
1667986.0,0.0,0.0,0.0
1668172.0,0.0,0.0,0.0
1668592.0,0.0,0.0,0.0
1668897.0,0.0,0.0,0.0
1669057.0,0.0,0.0,0.0
1669088.0,1.0,0.0,0.0
1669468.0,0.0,0.0,0.0
1669472.0,1.0,1.0,0.0
1669695.0,1.0,0.0,0.0
1669785.0,1.0,0.0,1.0
1670623.0,0.0,0.0,0.0
1670781.0,1.0,0.0,0.0
1671302.0,0.0,0.0,0.0
1671778.0,0.0,0.0,1.0
1671885.0,0.0,0.0,0.0
1672121.0,0.0,0.0,0.0
1673017.0,1.0,1.0,0.0
1674162.0,0.0,1.0,1.0
1674163.0,0.0,0.0,0.0
1674245.0,0.0,0.0,0.0
1674885.0,0.0,1.0,0.0
1674963.0,0.0,0.0,0.0
1675064.0,1.0,0.0,1.0
1675172.0,0.0,1.0,1.0
1675425.0,1.0,0.0,1.0
1676107.0,1.0,1.0,0.0
1676133.0,0.0,0.0,0.0
1676616.0,0.0,1.0,1.0
1677460.0,0.0,0.0,0.0
1677807.0,0.0,,0.0
1678408.0,0.0,0.0,0.0
1679396.0,0.0,,1.0
1679860.0,0.0,1.0,1.0
1680004.0,0.0,0.0,0.0
1680634.0,0.0,0.0,0.0
1681176.0,0.0,1.0,1.0
1681930.0,0.0,0.0,0.0
1683275.0,0.0,0.0,0.0
1683416.0,0.0,1.0,0.0
1684689.0,1.0,0.0,1.0
1685339.0,0.0,0.0,1.0
1685500.0,0.0,1.0,1.0
1685598.0,1.0,1.0,1.0
1685901.0,0.0,1.0,1.0
1686244.0,0.0,0.0,1.0
1686602.0,0.0,0.0,0.0
1687142.0,1.0,1.0,0.0
1687164.0,1.0,1.0,1.0
1688216.0,1.0,0.0,1.0
1688510.0,0.0,0.0,0.0
1688735.0,0.0,0.0,0.0
1689074.0,1.0,0.0,1.0
1689713.0,0.0,0.0,0.0
1689852.0,1.0,1.0,0.0
1690112.0,0.0,0.0,0.0
1691736.0,0.0,0.0,0.0
1692828.0,0.0,0.0,1.0
1693453.0,1.0,1.0,1.0
1694172.0,0.0,0.0,0.0
1695407.0,0.0,0.0,0.0
1696559.0,0.0,0.0,0.0
1697369.0,1.0,0.0,1.0
1697601.0,0.0,0.0,0.0
1697892.0,0.0,0.0,0.0
1698598.0,0.0,0.0,0.0
1698919.0,1.0,0.0,1.0
1699128.0,1.0,1.0,0.0
1699411.0,0.0,0.0,1.0
1699558.0,1.0,0.0,1.0
1699624.0,1.0,0.0,1.0
1699632.0,0.0,1.0,1.0
1699818.0,1.0,1.0,0.0
1700100.0,0.0,1.0,1.0
1700157.0,1.0,0.0,1.0
1700325.0,1.0,1.0,1.0
1700331.0,0.0,0.0,0.0
1700712.0,0.0,1.0,1.0
1701028.0,1.0,1.0,0.0
1701571.0,0.0,0.0,0.0
1701573.0,1.0,1.0,0.0
1702233.0,0.0,0.0,0.0
1702877.0,0.0,1.0,1.0
1703218.0,1.0,1.0,1.0
1703226.0,1.0,0.0,1.0
1703577.0,0.0,1.0,1.0
1706582.0,0.0,0.0,0.0
1706603.0,0.0,0.0,0.0
1707384.0,0.0,0.0,0.0
1707518.0,1.0,0.0,1.0
1709038.0,1.0,0.0,1.0
1709046.0,0.0,0.0,0.0
1709049.0,0.0,0.0,0.0
1709141.0,0.0,1.0,1.0
1709196.0,0.0,1.0,1.0
1709677.0,0.0,0.0,0.0
1710069.0,0.0,0.0,0.0
1710319.0,0.0,0.0,0.0
1710760.0,1.0,1.0,1.0
1710780.0,0.0,1.0,0.0
1710857.0,0.0,0.0,0.0
1711095.0,0.0,0.0,0.0
1711173.0,0.0,1.0,1.0
1711223.0,1.0,1.0,0.0
1711347.0,0.0,1.0,1.0
1711421.0,0.0,0.0,0.0
1711903.0,0.0,0.0,0.0
1713387.0,0.0,0.0,0.0
1714551.0,0.0,0.0,0.0
1714784.0,1.0,1.0,0.0
1715077.0,0.0,0.0,0.0
1715301.0,0.0,0.0,0.0
1715305.0,0.0,1.0,1.0
1715574.0,1.0,1.0,0.0
1715803.0,0.0,0.0,0.0
1715889.0,1.0,0.0,1.0
1715903.0,1.0,1.0,1.0
1716366.0,1.0,0.0,1.0
1717972.0,0.0,0.0,0.0
1717983.0,0.0,0.0,0.0
1718256.0,1.0,1.0,0.0
1718389.0,1.0,1.0,0.0
1718546.0,1.0,1.0,0.0
1718743.0,0.0,1.0,1.0
1718881.0,0.0,0.0,0.0
1718941.0,0.0,0.0,0.0
1719238.0,1.0,0.0,1.0
1719437.0,0.0,1.0,1.0
1719467.0,0.0,0.0,1.0
1721032.0,0.0,0.0,1.0
1721658.0,0.0,0.0,0.0
1721751.0,1.0,0.0,1.0
1721886.0,1.0,1.0,1.0
1722154.0,0.0,0.0,0.0
1722718.0,0.0,0.0,0.0
1724006.0,0.0,0.0,0.0
1725035.0,1.0,1.0,0.0
1725231.0,1.0,0.0,1.0
1725460.0,0.0,1.0,1.0
1725602.0,0.0,0.0,0.0
1727313.0,0.0,0.0,0.0
1728074.0,0.0,0.0,0.0
1728137.0,0.0,0.0,0.0
1728264.0,0.0,0.0,0.0
1728403.0,1.0,0.0,1.0
1729047.0,1.0,1.0,0.0
1730609.0,1.0,0.0,1.0
1731032.0,0.0,1.0,1.0
1731891.0,1.0,1.0,0.0
1732761.0,0.0,0.0,0.0
1733231.0,0.0,0.0,0.0
1733412.0,0.0,0.0,0.0
1734057.0,0.0,0.0,1.0
1734338.0,1.0,1.0,0.0
1735770.0,0.0,0.0,0.0
1736325.0,0.0,0.0,1.0
1737456.0,0.0,0.0,0.0
1738132.0,0.0,0.0,0.0
1738193.0,0.0,0.0,0.0
1738210.0,0.0,0.0,0.0
1738307.0,0.0,1.0,1.0
1738504.0,0.0,0.0,0.0
1738524.0,1.0,1.0,0.0
1738951.0,0.0,0.0,1.0
1739051.0,0.0,0.0,0.0
1739768.0,0.0,0.0,1.0
1740444.0,1.0,1.0,0.0
1740489.0,1.0,1.0,1.0
1740666.0,0.0,0.0,1.0
1740946.0,,0.0,1.0
1741036.0,1.0,1.0,1.0
1741181.0,0.0,1.0,1.0
1742074.0,0.0,1.0,1.0
1742662.0,0.0,0.0,0.0
1742696.0,0.0,0.0,0.0
1743090.0,0.0,0.0,0.0
1744492.0,0.0,1.0,1.0
1744518.0,0.0,0.0,0.0
1744721.0,1.0,1.0,0.0
1745205.0,1.0,1.0,0.0
1745722.0,1.0,1.0,1.0
1745860.0,1.0,0.0,0.0
1746520.0,1.0,1.0,1.0
1746892.0,0.0,0.0,1.0
1746905.0,0.0,1.0,1.0
1747030.0,0.0,0.0,0.0
1749830.0,0.0,0.0,0.0
1749953.0,0.0,0.0,1.0
1750038.0,0.0,0.0,0.0
1750693.0,0.0,0.0,0.0
1751356.0,1.0,1.0,1.0
1752023.0,0.0,0.0,0.0
1753885.0,0.0,0.0,0.0
1753894.0,1.0,1.0,0.0
1754013.0,0.0,0.0,0.0
1754237.0,0.0,1.0,1.0
1754353.0,0.0,0.0,0.0
1754531.0,0.0,0.0,0.0
1754581.0,0.0,1.0,1.0
1754767.0,0.0,0.0,0.0
1754775.0,1.0,0.0,1.0
1754897.0,0.0,1.0,1.0
1755581.0,1.0,0.0,0.0
1756003.0,1.0,1.0,0.0
1756414.0,1.0,0.0,1.0
1756744.0,0.0,0.0,0.0
1756934.0,1.0,0.0,1.0
1757058.0,1.0,1.0,0.0
1757231.0,1.0,0.0,1.0
1757337.0,0.0,0.0,0.0
1757830.0,0.0,,0.0
1758026.0,1.0,0.0,0.0
1758324.0,0.0,0.0,0.0
1758693.0,0.0,0.0,0.0
1759024.0,0.0,0.0,0.0
1759990.0,0.0,0.0,1.0
1760360.0,0.0,0.0,0.0
1760708.0,0.0,0.0,0.0
1760931.0,0.0,0.0,0.0
1761516.0,0.0,1.0,1.0
1761655.0,,1.0,1.0
1761663.0,1.0,0.0,1.0
1761989.0,1.0,0.0,1.0
1762963.0,0.0,0.0,0.0
1763347.0,0.0,0.0,0.0
1764879.0,0.0,0.0,0.0
1765433.0,0.0,1.0,1.0
1765704.0,0.0,1.0,1.0
1766261.0,0.0,0.0,0.0
1766331.0,0.0,0.0,0.0
1767558.0,1.0,0.0,1.0
1768353.0,1.0,0.0,1.0
1769328.0,0.0,0.0,0.0
1769343.0,1.0,1.0,0.0
1769359.0,1.0,0.0,0.0
1770237.0,0.0,0.0,0.0
1770268.0,0.0,0.0,0.0
1770416.0,1.0,0.0,0.0
1771420.0,1.0,1.0,1.0
1772834.0,1.0,0.0,0.0
1773002.0,0.0,1.0,
1773939.0,0.0,0.0,0.0
1773945.0,1.0,0.0,0.0
1773948.0,0.0,0.0,0.0
1773977.0,0.0,0.0,0.0
1774659.0,1.0,1.0,0.0
1774792.0,0.0,0.0,0.0
1774890.0,0.0,0.0,0.0
1775150.0,0.0,0.0,0.0
1775398.0,1.0,1.0,0.0
1775441.0,1.0,0.0,1.0
1776023.0,1.0,0.0,1.0
1776697.0,0.0,1.0,1.0
1776890.0,0.0,0.0,0.0
1777207.0,0.0,0.0,0.0
1777213.0,0.0,0.0,0.0
1777337.0,0.0,0.0,0.0
1777760.0,1.0,1.0,1.0
1777929.0,1.0,1.0,0.0
1778166.0,0.0,1.0,1.0
1778269.0,0.0,0.0,0.0
1778314.0,1.0,0.0,1.0
1778334.0,0.0,1.0,0.0
1778861.0,0.0,0.0,0.0
1778985.0,0.0,0.0,0.0
1779260.0,0.0,1.0,1.0
1780485.0,1.0,0.0,1.0
1780630.0,0.0,0.0,0.0
1781757.0,1.0,0.0,1.0
1782294.0,0.0,0.0,0.0
1782701.0,0.0,0.0,0.0
1783094.0,0.0,1.0,1.0
1783098.0,0.0,0.0,0.0
1783138.0,1.0,1.0,1.0
1783596.0,0.0,0.0,0.0
1783866.0,0.0,0.0,0.0
1784558.0,0.0,0.0,0.0
1785321.0,1.0,1.0,1.0
1785412.0,1.0,1.0,1.0
1785431.0,0.0,1.0,1.0
1786216.0,0.0,1.0,0.0
1786582.0,0.0,1.0,1.0
1786675.0,1.0,0.0,1.0
1786681.0,0.0,0.0,0.0
1787123.0,0.0,0.0,0.0
1787400.0,0.0,0.0,0.0
1787738.0,0.0,0.0,0.0
1787828.0,1.0,1.0,0.0
1788609.0,0.0,1.0,1.0
1789856.0,0.0,0.0,0.0
1790161.0,0.0,0.0,0.0
1790246.0,0.0,0.0,0.0
1790612.0,0.0,0.0,0.0
1790625.0,1.0,0.0,0.0
1791467.0,1.0,1.0,1.0
1791801.0,1.0,0.0,0.0
1792078.0,0.0,0.0,0.0
1792226.0,0.0,1.0,
1792882.0,1.0,1.0,0.0
1793863.0,0.0,0.0,0.0
1793950.0,1.0,0.0,0.0
1795290.0,0.0,0.0,0.0
1795573.0,1.0,0.0,1.0
1797130.0,1.0,0.0,1.0
1797304.0,1.0,0.0,0.0
1798450.0,0.0,0.0,0.0
1798974.0,1.0,1.0,
1799452.0,0.0,0.0,0.0
1799886.0,1.0,0.0,1.0
1800472.0,0.0,0.0,0.0
1801379.0,1.0,0.0,0.0
1801968.0,0.0,1.0,1.0
1802054.0,0.0,0.0,0.0
1802892.0,0.0,0.0,0.0
1803097.0,1.0,0.0,1.0
1803223.0,0.0,0.0,1.0
1803372.0,1.0,0.0,
1803702.0,0.0,1.0,1.0
1803947.0,1.0,0.0,1.0
1804108.0,1.0,0.0,1.0
1804381.0,1.0,0.0,1.0
1804530.0,1.0,0.0,1.0
1804757.0,1.0,1.0,1.0
1804909.0,1.0,0.0,1.0
1805070.0,1.0,1.0,1.0
1805801.0,0.0,,0.0
1806526.0,0.0,1.0,0.0
1806676.0,0.0,0.0,0.0
1807113.0,1.0,0.0,1.0
1807635.0,0.0,0.0,0.0
1808496.0,0.0,0.0,0.0
1808670.0,0.0,1.0,1.0
1808862.0,1.0,1.0,0.0
1809046.0,0.0,0.0,1.0
1809399.0,0.0,0.0,0.0
1809552.0,0.0,0.0,0.0
1809964.0,0.0,1.0,1.0
1810387.0,0.0,1.0,1.0
1810980.0,0.0,0.0,0.0
1812220.0,1.0,0.0,1.0
1812473.0,0.0,1.0,1.0
1812484.0,1.0,0.0,1.0
1812647.0,0.0,0.0,0.0
1813230.0,0.0,0.0,0.0
1813620.0,1.0,1.0,1.0
1813939.0,0.0,1.0,1.0
1814129.0,0.0,0.0,0.0
1814214.0,0.0,,0.0
1814349.0,0.0,1.0,1.0
1814363.0,0.0,0.0,0.0
1814671.0,0.0,0.0,0.0
1815077.0,0.0,0.0,0.0
1815931.0,1.0,,0.0
1816114.0,0.0,0.0,0.0
1816338.0,0.0,0.0,0.0
1816409.0,1.0,1.0,0.0
1816428.0,1.0,1.0,1.0
1816573.0,0.0,1.0,1.0
1817679.0,0.0,0.0,0.0
1817974.0,0.0,0.0,0.0
1818392.0,0.0,0.0,0.0
1818645.0,0.0,0.0,0.0
1819174.0,1.0,0.0,1.0
1819754.0,0.0,0.0,0.0
1820482.0,1.0,1.0,1.0
1821062.0,0.0,0.0,
