ID,reg_time,reg_money,service_type,area,ent_type,cont_type,cid,stock_rate,flag
1521636,2013.0,2590.0,零售业,江西,农民专业合作社,自然人,21636.0,0.92,1.0
1522023,2003.0,1420.0,社区服务,山东,合伙企业,自然人,22023.0,0.91,1.0
1522375,2011.0,1180.0,工业,湖北,集体所有制企业,企业法人,22375.0,0.54,1.0
1522507,2007.0,4910.0,社区服务,福建,有限责任公司,企业法人,22507.0,0.61,1.0
1522618,2007.0,8710.0,服务业,江西,农民专业合作社,自然人,22618.0,0.57,1.0
1523906,2008.0,6710.0,工业,湖南,股份有限公司,企业法人,23906.0,0.59,1.0
1524478,2014.0,5900.0,社区服务,福建,集体所有制企业,自然人,24478.0,0.91,1.0
1524505,2013.0,4780.0,服务业,广西,农民专业合作社,自然人,24505.0,0.85,1.0
1524619,2013.0,1650.0,零售业,江西,农民专业合作社,自然人,24619.0,0.6,1.0
1524724,2014.0,970.0,工业,山东,集体所有制企业,企业法人,24724.0,1.0,1.0
1524900,2013.0,720.0,社区服务,山东,有限责任公司,自然人,24900.0,0.7,1.0
1525188,2010.0,2300.0,零售业,湖南,有限责任公司,自然人,25188.0,0.99,1.0
1525939,2011.0,4770.0,交通运输业,福建,有限责任公司,企业法人,25939.0,0.99,1.0
1526009,2006.0,4470.0,服务业,广西,农民专业合作社,企业法人,26009.0,0.93,1.0
1526225,2010.0,3250.0,服务业,山东,合伙企业,自然人,26225.0,0.99,1.0
1526808,2008.0,7030.0,社区服务,江西,集体所有制企业,自然人,26808.0,0.67,1.0
1526953,2001.0,4870.0,交通运输业,江西,合伙企业,企业法人,26953.0,0.52,1.0
1527101,2014.0,260.0,服务业,广西,有限责任公司,自然人,27101.0,0.92,1.0
1527897,2002.0,1780.0,商业服务业,湖北,股份有限公司,自然人,27897.0,0.86,1.0
1527962,2012.0,4000.0,交通运输业,江西,集体所有制企业,企业法人,27962.0,0.63,1.0
1528324,2005.0,5250.0,商业服务业,福建,农民专业合作社,自然人,28324.0,0.89,1.0
1528326,2014.0,5920.0,服务业,湖北,合伙企业,企业法人,28326.0,0.8,1.0
1528739,2003.0,4540.0,商业服务业,江西,合伙企业,自然人,28739.0,0.75,1.0
1528976,2000.0,950.0,社区服务,湖北,股份有限公司,自然人,28976.0,0.52,1.0
1529280,2007.0,,交通运输业,湖南,有限责任公司,自然人,29280.0,0.94,1.0
1529359,2005.0,8420.0,服务业,山东,有限责任公司,企业法人,29359.0,0.97,1.0
1530029,2002.0,1750.0,商业服务业,广西,合伙企业,自然人,29.0,0.98,1.0
1530553,2009.0,3240.0,零售业,广东,农民专业合作社,企业法人,553.0,0.56,1.0
1530732,2001.0,230.0,商业服务业,广东,集体所有制企业,企业法人,732.0,0.54,1.0
1530777,2012.0,3730.0,服务业,江西,合伙企业,自然人,777.0,0.55,1.0
1530981,2003.0,9920.0,工业,湖北,集体所有制企业,企业法人,981.0,0.72,1.0
1531028,2013.0,,交通运输业,广西,集体所有制企业,自然人,1028.0,0.56,1.0
1531103,2009.0,8410.0,交通运输业,江西,农民专业合作社,企业法人,1103.0,0.55,1.0
1531354,2013.0,3050.0,服务业,湖北,集体所有制企业,自然人,1354.0,0.78,1.0
1531823,2013.0,6830.0,交通运输业,湖北,有限责任公司,自然人,1823.0,0.6,1.0
1531870,2005.0,6090.0,交通运输业,湖南,股份有限公司,企业法人,1870.0,0.87,1.0
1532325,2000.0,6480.0,零售业,广东,有限责任公司,自然人,2325.0,0.98,1.0
1532743,2011.0,2480.0,交通运输业,广东,集体所有制企业,企业法人,2743.0,0.71,1.0
1532784,2004.0,8250.0,零售业,江西,有限责任公司,自然人,2784.0,0.6,1.0
1533285,2009.0,4600.0,社区服务,湖北,农民专业合作社,自然人,3285.0,1.0,1.0
1533388,2009.0,330.0,服务业,江西,集体所有制企业,企业法人,3388.0,0.75,1.0
1533776,2012.0,8520.0,工业,广东,合伙企业,自然人,3776.0,0.75,1.0
1534034,2001.0,6630.0,商业服务业,广西,农民专业合作社,自然人,4034.0,0.91,1.0
1536142,2002.0,8250.0,零售业,山东,有限责任公司,企业法人,6142.0,0.99,1.0
1536192,2006.0,6160.0,交通运输业,江西,股份有限公司,企业法人,6192.0,0.74,1.0
1537229,2000.0,9880.0,商业服务业,江西,集体所有制企业,企业法人,7229.0,0.61,1.0
1537333,2001.0,630.0,商业服务业,湖北,农民专业合作社,企业法人,7333.0,0.77,1.0
1537739,2014.0,2220.0,零售业,湖南,股份有限公司,企业法人,7739.0,0.56,1.0
1537885,2008.0,4890.0,交通运输业,福建,股份有限公司,自然人,7885.0,0.62,1.0
1538213,2012.0,6990.0,交通运输业,广西,有限责任公司,自然人,8213.0,0.9,1.0
1538281,2001.0,7320.0,交通运输业,山东,合伙企业,自然人,8281.0,0.95,1.0
1538455,2003.0,7540.0,服务业,湖南,股份有限公司,自然人,8455.0,0.93,1.0
1539040,2008.0,8680.0,零售业,湖北,股份有限公司,企业法人,9040.0,0.92,1.0
1540121,2012.0,8300.0,社区服务,江西,合伙企业,自然人,10121.0,0.51,1.0
1540157,2001.0,7550.0,零售业,湖南,有限责任公司,企业法人,10157.0,0.74,1.0
1540298,2004.0,9230.0,商业服务业,山东,股份有限公司,企业法人,10298.0,0.74,1.0
1541304,2008.0,5060.0,交通运输业,广西,集体所有制企业,企业法人,11304.0,0.67,1.0
1541753,2006.0,1520.0,零售业,广东,农民专业合作社,企业法人,11753.0,0.89,1.0
1541964,2004.0,750.0,社区服务,福建,股份有限公司,企业法人,11964.0,0.55,1.0
1542048,2013.0,3650.0,零售业,山东,集体所有制企业,自然人,12048.0,0.53,1.0
1542451,2000.0,1900.0,服务业,广西,农民专业合作社,企业法人,12451.0,0.51,1.0
1543414,2009.0,3390.0,服务业,湖南,农民专业合作社,自然人,13414.0,0.81,1.0
1544918,2005.0,3930.0,服务业,湖北,有限责任公司,企业法人,14918.0,0.66,1.0
1545334,2005.0,5240.0,工业,广东,集体所有制企业,自然人,15334.0,0.82,1.0
1545707,2004.0,8560.0,零售业,福建,集体所有制企业,企业法人,15707.0,0.74,1.0
1546004,2000.0,7250.0,商业服务业,湖北,有限责任公司,企业法人,16004.0,0.73,1.0
1546451,2010.0,8600.0,服务业,湖南,合伙企业,自然人,16451.0,0.76,1.0
1546993,2002.0,8180.0,工业,福建,股份有限公司,企业法人,16993.0,0.75,1.0
1547119,2010.0,1640.0,交通运输业,江西,有限责任公司,自然人,17119.0,0.61,1.0
1547367,2000.0,3230.0,交通运输业,湖北,集体所有制企业,企业法人,17367.0,0.53,1.0
1547959,2003.0,4590.0,零售业,广东,集体所有制企业,企业法人,17959.0,1.0,1.0
1549370,2003.0,7820.0,交通运输业,湖南,农民专业合作社,企业法人,19370.0,0.89,1.0
1549444,2004.0,8670.0,服务业,湖南,集体所有制企业,自然人,19444.0,0.73,1.0
1550498,2004.0,1450.0,社区服务,山东,农民专业合作社,自然人,20498.0,0.74,1.0
1551170,2005.0,8030.0,服务业,江西,农民专业合作社,自然人,21170.0,0.76,1.0
1551450,2008.0,,商业服务业,广东,合伙企业,企业法人,21450.0,0.83,1.0
1552089,2002.0,5270.0,交通运输业,湖南,集体所有制企业,企业法人,22089.0,0.86,1.0
1552435,2014.0,6800.0,商业服务业,湖北,股份有限公司,企业法人,22435.0,0.59,1.0
1552738,2008.0,2790.0,商业服务业,山东,合伙企业,自然人,22738.0,0.68,1.0
1553278,2001.0,8530.0,服务业,广东,有限责任公司,自然人,23278.0,0.6,1.0
1553510,2003.0,7790.0,零售业,湖北,集体所有制企业,自然人,23510.0,0.78,1.0
1553588,2007.0,970.0,工业,江西,股份有限公司,自然人,23588.0,0.98,1.0
1553630,2001.0,4810.0,社区服务,湖北,合伙企业,企业法人,23630.0,0.82,1.0
1553682,2001.0,1060.0,服务业,山东,有限责任公司,企业法人,23682.0,0.88,1.0
1554488,2007.0,6590.0,服务业,江西,股份有限公司,自然人,24488.0,0.83,1.0
1554541,2003.0,8190.0,工业,福建,有限责任公司,自然人,24541.0,0.88,1.0
1554718,2011.0,8700.0,工业,湖南,有限责任公司,企业法人,24718.0,0.54,1.0
1555145,2004.0,5150.0,工业,湖北,股份有限公司,企业法人,25145.0,0.75,1.0
1555208,2008.0,8440.0,交通运输业,广西,合伙企业,自然人,25208.0,0.54,1.0
1555330,2000.0,860.0,社区服务,山东,农民专业合作社,自然人,25330.0,,1.0
1555605,2013.0,930.0,零售业,广东,合伙企业,自然人,25605.0,0.93,1.0
1557259,,4880.0,工业,广西,合伙企业,自然人,27259.0,0.83,1.0
1557402,2010.0,6090.0,交通运输业,江西,有限责任公司,自然人,27402.0,0.72,1.0
1557691,2008.0,8180.0,商业服务业,福建,股份有限公司,自然人,27691.0,0.89,1.0
1558244,2000.0,3840.0,社区服务,山东,集体所有制企业,自然人,28244.0,0.76,1.0
1558322,2002.0,5300.0,商业服务业,广东,合伙企业,自然人,28322.0,0.88,1.0
1558325,2010.0,3570.0,零售业,江西,有限责任公司,自然人,28325.0,0.52,1.0
1558751,2011.0,3010.0,交通运输业,湖北,股份有限公司,企业法人,28751.0,0.65,1.0
1560256,2007.0,5240.0,服务业,广西,集体所有制企业,自然人,256.0,0.95,1.0
1560384,2001.0,9670.0,零售业,山东,集体所有制企业,企业法人,384.0,0.64,1.0
1562919,2006.0,1300.0,工业,广西,有限责任公司,自然人,2919.0,0.62,1.0
1563002,2011.0,3720.0,服务业,湖南,集体所有制企业,企业法人,3002.0,0.69,1.0
1563492,2007.0,570.0,社区服务,福建,集体所有制企业,自然人,3492.0,0.62,1.0
1563909,2012.0,740.0,零售业,广东,合伙企业,自然人,3909.0,0.76,1.0
1564440,2001.0,1330.0,零售业,福建,集体所有制企业,自然人,4440.0,0.83,1.0
1564588,2008.0,4470.0,零售业,山东,有限责任公司,自然人,4588.0,0.89,1.0
1565909,2000.0,9140.0,交通运输业,江西,集体所有制企业,企业法人,5909.0,0.99,1.0
1566228,2012.0,,交通运输业,广东,农民专业合作社,自然人,6228.0,0.52,1.0
1566455,2001.0,4370.0,交通运输业,湖南,股份有限公司,企业法人,6455.0,0.62,
1566752,2011.0,2200.0,零售业,山东,集体所有制企业,自然人,6752.0,0.74,1.0
1566918,2010.0,4970.0,零售业,福建,农民专业合作社,企业法人,6918.0,0.77,1.0
1567283,2007.0,7440.0,社区服务,广东,股份有限公司,自然人,7283.0,0.86,1.0
1567703,2000.0,3660.0,工业,湖南,农民专业合作社,自然人,7703.0,0.51,1.0
1567764,2000.0,5170.0,商业服务业,福建,股份有限公司,自然人,7764.0,0.53,1.0
1567890,2006.0,230.0,工业,广西,合伙企业,自然人,7890.0,0.59,1.0
1568096,2009.0,5190.0,零售业,广西,合伙企业,企业法人,8096.0,0.76,1.0
1570119,2004.0,1260.0,交通运输业,福建,有限责任公司,企业法人,10119.0,0.88,1.0
1570228,2000.0,2740.0,零售业,广东,股份有限公司,自然人,10228.0,0.58,1.0
1570686,2007.0,9790.0,交通运输业,湖南,合伙企业,自然人,10686.0,0.6,1.0
1570852,2012.0,1170.0,零售业,广西,集体所有制企业,企业法人,10852.0,0.56,1.0
1571190,2013.0,5560.0,服务业,福建,合伙企业,自然人,11190.0,0.71,1.0
1571615,2014.0,2550.0,社区服务,江西,合伙企业,企业法人,11615.0,0.95,1.0
1572071,2000.0,6080.0,零售业,湖南,有限责任公司,自然人,12071.0,0.68,1.0
1572486,2006.0,9040.0,零售业,江西,股份有限公司,自然人,12486.0,0.81,1.0
1572541,2010.0,6260.0,服务业,广东,农民专业合作社,企业法人,12541.0,0.65,1.0
1572622,2005.0,3390.0,零售业,广东,股份有限公司,企业法人,12622.0,0.77,
1572855,2005.0,9180.0,交通运输业,广西,农民专业合作社,自然人,12855.0,0.53,1.0
1573243,2006.0,4630.0,社区服务,广东,股份有限公司,自然人,13243.0,0.97,1.0
1573512,2005.0,2230.0,交通运输业,广西,合伙企业,自然人,13512.0,0.56,1.0
1574021,2007.0,8880.0,商业服务业,福建,集体所有制企业,企业法人,14021.0,0.63,1.0
1574118,2006.0,2710.0,工业,山东,股份有限公司,企业法人,14118.0,0.97,1.0
1574913,2014.0,4740.0,工业,广西,有限责任公司,自然人,14913.0,0.58,1.0
1575284,2010.0,3560.0,服务业,湖北,股份有限公司,企业法人,15284.0,0.63,1.0
1575397,2014.0,8410.0,,湖南,有限责任公司,自然人,15397.0,0.69,1.0
1575579,2006.0,3000.0,商业服务业,湖北,农民专业合作社,自然人,15579.0,0.52,1.0
1575834,2013.0,4550.0,工业,山东,集体所有制企业,企业法人,15834.0,0.99,1.0
1575959,2004.0,1480.0,社区服务,广东,有限责任公司,企业法人,15959.0,0.84,1.0
1576112,2010.0,8620.0,工业,福建,有限责任公司,自然人,16112.0,0.53,1.0
1577100,2009.0,8750.0,社区服务,湖北,股份有限公司,企业法人,17100.0,0.6,1.0
1577162,2005.0,8740.0,社区服务,广西,合伙企业,企业法人,17162.0,0.56,1.0
1577627,2009.0,4250.0,交通运输业,广西,集体所有制企业,自然人,17627.0,0.76,1.0
1577889,2007.0,2880.0,交通运输业,湖南,农民专业合作社,自然人,17889.0,0.95,1.0
1578227,2003.0,1670.0,交通运输业,湖北,合伙企业,企业法人,18227.0,0.74,1.0
1578865,2001.0,1210.0,社区服务,广东,集体所有制企业,自然人,18865.0,0.56,1.0
1579021,2014.0,9110.0,社区服务,广西,集体所有制企业,企业法人,19021.0,0.53,1.0
1579058,2004.0,7360.0,工业,湖北,农民专业合作社,自然人,19058.0,0.74,1.0
1579963,2006.0,8240.0,工业,广西,股份有限公司,自然人,19963.0,0.58,1.0
1580320,2000.0,4170.0,零售业,湖北,有限责任公司,自然人,20320.0,0.98,1.0
1580341,2001.0,9380.0,社区服务,湖南,有限责任公司,自然人,20341.0,0.8,1.0
1580514,2001.0,5910.0,商业服务业,山东,集体所有制企业,企业法人,20514.0,0.55,1.0
1580748,2012.0,3040.0,工业,湖南,股份有限公司,自然人,20748.0,0.81,1.0
1581162,2012.0,6840.0,社区服务,湖南,农民专业合作社,,21162.0,0.74,1.0
1582766,2014.0,5680.0,社区服务,广西,合伙企业,自然人,22766.0,0.93,1.0
1583126,2012.0,3710.0,工业,江西,农民专业合作社,企业法人,23126.0,0.8,1.0
1583305,2004.0,6820.0,商业服务业,福建,股份有限公司,自然人,23305.0,0.77,1.0
1583326,2001.0,4120.0,社区服务,湖南,合伙企业,企业法人,23326.0,0.88,1.0
1583666,2012.0,6920.0,零售业,湖南,有限责任公司,自然人,23666.0,0.72,1.0
1584220,2010.0,8890.0,零售业,湖南,集体所有制企业,自然人,24220.0,0.92,1.0
1584557,2014.0,4570.0,零售业,福建,合伙企业,自然人,24557.0,0.78,1.0
1584642,2009.0,5210.0,商业服务业,福建,农民专业合作社,自然人,24642.0,0.95,1.0
1585305,2008.0,3190.0,,湖南,农民专业合作社,自然人,25305.0,0.58,1.0
1585704,2009.0,7020.0,社区服务,湖南,农民专业合作社,企业法人,25704.0,0.78,1.0
1586149,2013.0,6930.0,商业服务业,湖南,集体所有制企业,企业法人,26149.0,0.6,1.0
1586426,2001.0,7350.0,社区服务,湖北,农民专业合作社,自然人,26426.0,0.58,1.0
1587017,2002.0,8640.0,服务业,广东,集体所有制企业,自然人,27017.0,0.94,1.0
1587048,2003.0,4430.0,商业服务业,福建,有限责任公司,自然人,27048.0,1.0,1.0
1587686,2008.0,4840.0,零售业,湖南,合伙企业,自然人,27686.0,0.88,1.0
1587790,2012.0,,工业,广东,农民专业合作社,企业法人,27790.0,0.65,1.0
1588546,2006.0,5740.0,工业,湖北,股份有限公司,自然人,28546.0,0.74,1.0
1589372,2011.0,7630.0,社区服务,广东,股份有限公司,企业法人,29372.0,0.99,1.0
1589560,2006.0,1330.0,零售业,山东,农民专业合作社,企业法人,29560.0,0.99,1.0
1589638,2012.0,350.0,零售业,广西,合伙企业,企业法人,29638.0,0.75,1.0
1589679,2012.0,5630.0,社区服务,广东,农民专业合作社,企业法人,29679.0,0.8,1.0
1590326,2006.0,4860.0,社区服务,山东,集体所有制企业,自然人,326.0,0.73,1.0
1591157,2005.0,8360.0,社区服务,广东,集体所有制企业,企业法人,1157.0,0.51,1.0
1591744,2014.0,6370.0,零售业,湖北,合伙企业,企业法人,1744.0,0.69,1.0
1591886,2012.0,3830.0,交通运输业,广东,合伙企业,企业法人,1886.0,0.6,1.0
1592122,2009.0,5130.0,社区服务,江西,集体所有制企业,自然人,2122.0,0.96,1.0
1593111,2011.0,2370.0,交通运输业,江西,合伙企业,自然人,3111.0,0.57,1.0
1593332,2007.0,500.0,工业,广西,集体所有制企业,自然人,3332.0,0.67,1.0
1594316,2012.0,900.0,商业服务业,湖南,有限责任公司,自然人,4316.0,0.92,1.0
1594818,2011.0,7380.0,社区服务,湖北,合伙企业,企业法人,4818.0,0.67,1.0
1595520,2001.0,1570.0,商业服务业,湖北,集体所有制企业,自然人,5520.0,0.6,1.0
1595861,2005.0,4360.0,商业服务业,湖南,集体所有制企业,企业法人,5861.0,0.73,1.0
1595986,2012.0,7140.0,零售业,广西,合伙企业,自然人,5986.0,0.68,1.0
1596086,2011.0,5030.0,工业,江西,股份有限公司,自然人,6086.0,0.74,1.0
1596206,2007.0,6150.0,服务业,湖北,有限责任公司,自然人,6206.0,0.76,1.0
1597926,2009.0,3930.0,零售业,广东,有限责任公司,自然人,7926.0,0.72,1.0
1598073,2000.0,7640.0,零售业,福建,有限责任公司,自然人,8073.0,0.83,1.0
1598291,2003.0,7100.0,服务业,福建,股份有限公司,企业法人,8291.0,0.62,1.0
1598515,2013.0,8590.0,服务业,山东,有限责任公司,自然人,8515.0,0.52,1.0
1598614,2014.0,200.0,零售业,山东,集体所有制企业,企业法人,8614.0,0.54,1.0
1598742,2009.0,6990.0,工业,湖北,合伙企业,自然人,8742.0,0.78,1.0
1598821,2002.0,780.0,零售业,广东,有限责任公司,企业法人,8821.0,0.83,1.0
1599756,2007.0,8750.0,商业服务业,福建,农民专业合作社,自然人,9756.0,0.76,1.0
1600364,2001.0,2830.0,零售业,福建,集体所有制企业,企业法人,10364.0,0.95,1.0
1601285,2010.0,1730.0,零售业,江西,集体所有制企业,自然人,11285.0,0.98,1.0
1602115,2010.0,3820.0,服务业,广东,有限责任公司,自然人,12115.0,0.51,1.0
1602157,2014.0,4730.0,零售业,湖南,集体所有制企业,自然人,12157.0,0.86,1.0
1602657,2010.0,6920.0,工业,湖北,股份有限公司,企业法人,12657.0,0.8,1.0
1602767,2012.0,9580.0,工业,山东,有限责任公司,自然人,12767.0,0.52,1.0
1604597,2000.0,7090.0,商业服务业,湖北,农民专业合作社,自然人,14597.0,0.57,1.0
1604726,2000.0,7200.0,社区服务,广西,农民专业合作社,自然人,14726.0,0.55,1.0
1604747,2006.0,3790.0,交通运输业,广西,合伙企业,企业法人,14747.0,0.94,1.0
1604903,2012.0,9850.0,商业服务业,山东,农民专业合作社,企业法人,14903.0,0.62,1.0
1605152,2006.0,5780.0,商业服务业,广东,农民专业合作社,企业法人,15152.0,0.87,1.0
1605400,2005.0,4740.0,零售业,广西,农民专业合作社,自然人,15400.0,0.92,1.0
1605484,,5340.0,商业服务业,广东,合伙企业,自然人,15484.0,0.87,1.0
1605526,2014.0,4190.0,零售业,广东,农民专业合作社,自然人,15526.0,0.75,1.0
1606308,2000.0,8450.0,服务业,福建,农民专业合作社,企业法人,16308.0,0.68,1.0
1606581,2008.0,5720.0,服务业,湖北,股份有限公司,自然人,16581.0,0.84,1.0
1606714,2007.0,2880.0,社区服务,福建,农民专业合作社,企业法人,16714.0,0.62,1.0
1606805,2000.0,3530.0,商业服务业,广西,农民专业合作社,企业法人,16805.0,0.56,1.0
1607109,2013.0,6030.0,商业服务业,江西,农民专业合作社,企业法人,17109.0,0.71,1.0
1607335,2009.0,4490.0,交通运输业,福建,集体所有制企业,企业法人,17335.0,0.82,1.0
1607659,2009.0,3070.0,商业服务业,湖南,农民专业合作社,企业法人,17659.0,0.63,1.0
1607717,2005.0,9070.0,商业服务业,湖南,集体所有制企业,企业法人,17717.0,0.9,1.0
1608624,2002.0,550.0,零售业,广东,股份有限公司,自然人,18624.0,0.94,1.0
1608910,2008.0,3180.0,社区服务,江西,有限责任公司,企业法人,18910.0,0.82,1.0
1608999,2008.0,6270.0,商业服务业,湖南,集体所有制企业,自然人,18999.0,0.82,1.0
1609337,2008.0,6070.0,商业服务业,山东,农民专业合作社,企业法人,19337.0,0.51,1.0
1609359,2009.0,500.0,服务业,湖南,集体所有制企业,自然人,19359.0,,1.0
1609544,2003.0,,社区服务,湖南,农民专业合作社,自然人,19544.0,0.94,1.0
1609876,2013.0,6200.0,商业服务业,山东,股份有限公司,企业法人,19876.0,0.84,1.0
1610028,2002.0,7480.0,零售业,广西,农民专业合作社,自然人,20028.0,0.53,1.0
1610437,2001.0,1230.0,服务业,福建,合伙企业,企业法人,20437.0,0.85,
1610545,2005.0,3570.0,交通运输业,山东,股份有限公司,企业法人,20545.0,0.71,1.0
1611112,2002.0,3060.0,社区服务,广东,集体所有制企业,企业法人,21112.0,0.83,1.0
1611327,2013.0,2580.0,零售业,福建,集体所有制企业,企业法人,21327.0,0.53,1.0
1612283,2009.0,340.0,商业服务业,江西,农民专业合作社,自然人,22283.0,0.72,1.0
1612351,2011.0,9360.0,零售业,江西,合伙企业,企业法人,22351.0,0.86,1.0
1613267,2013.0,1030.0,商业服务业,湖北,集体所有制企业,企业法人,23267.0,0.57,1.0
1613414,2009.0,4660.0,交通运输业,湖北,农民专业合作社,自然人,23414.0,0.77,1.0
1613835,2010.0,3390.0,服务业,江西,有限责任公司,自然人,23835.0,0.56,1.0
1613969,2009.0,4180.0,交通运输业,广东,股份有限公司,企业法人,23969.0,0.92,1.0
1615426,2012.0,180.0,商业服务业,湖南,股份有限公司,自然人,25426.0,0.93,1.0
1615742,2005.0,180.0,工业,广西,有限责任公司,自然人,25742.0,0.93,1.0
1616388,2007.0,5600.0,商业服务业,山东,农民专业合作社,自然人,26388.0,0.61,1.0
1616902,2013.0,6480.0,商业服务业,山东,股份有限公司,自然人,26902.0,0.67,1.0
1617273,2008.0,4320.0,零售业,广西,合伙企业,企业法人,27273.0,0.58,1.0
1617538,2002.0,510.0,社区服务,广东,农民专业合作社,自然人,27538.0,0.97,1.0
1617765,2013.0,3200.0,零售业,福建,集体所有制企业,企业法人,27765.0,,1.0
1618072,2003.0,3680.0,商业服务业,山东,有限责任公司,企业法人,28072.0,0.68,1.0
1618149,2007.0,8100.0,社区服务,江西,农民专业合作社,自然人,28149.0,0.51,1.0
1618406,2011.0,1000.0,工业,山东,有限责任公司,自然人,28406.0,0.94,1.0
1618560,2001.0,8750.0,工业,广东,集体所有制企业,自然人,28560.0,0.53,1.0
1618853,2012.0,,交通运输业,湖南,股份有限公司,自然人,28853.0,0.66,1.0
1619727,2014.0,5440.0,服务业,广西,有限责任公司,企业法人,29727.0,0.62,1.0
1620759,2001.0,5830.0,商业服务业,福建,合伙企业,企业法人,759.0,0.52,1.0
1621155,2003.0,6480.0,社区服务,山东,农民专业合作社,企业法人,1155.0,0.92,1.0
1621322,2012.0,9370.0,商业服务业,广东,集体所有制企业,自然人,1322.0,0.53,1.0
1621379,2013.0,820.0,交通运输业,山东,合伙企业,自然人,,0.74,1.0
