ID,year,zqlimit,zqcost,gqlimit,gqcost,nbmylimit,nbmycost,xmzclimit,xmzccost
1508300,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,123.6
1511327,2015.0,0.0,0.0,2426.88,97.0752,0.0,0.0,0.0,0.0
1511327,2016.0,0.0,0.0,2844.0,113.76,0.0,0.0,0.0,0.0
1511327,2017.0,0.0,0.0,48537.6,1941.504,0.0,0.0,0.0,0.0
1511944,2015.0,0.0,0.0,1434.72,57.3888,0.0,0.0,0.0,0.0
1511944,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.4,81.984
1511944,2017.0,0.0,0.0,597.8,23.912,0.0,0.0,0.0,0.0
1512414,2015.0,0.0,0.0,723.84,28.9536,0.0,0.0,0.0,0.0
1512414,2016.0,2088.0,167.04,0.0,0.0,0.0,0.0,0.0,0.0
1512414,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,27.84
1512644,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,534.4,32.064
1512644,2016.0,0.0,0.0,6279.2,251.168,0.0,0.0,0.0,0.0
1512644,2017.0,0.0,0.0,8336.64,333.4656,0.0,0.0,0.0,0.0
1513238,2015.0,69225.0,5538.0,0.0,0.0,0.0,0.0,0.0,0.0
1513238,2016.0,59072.0,4725.76,0.0,0.0,0.0,0.0,0.0,0.0
1513238,2017.0,0.0,0.0,0.0,0.0,884972.4,53098.344000000005,0.0,0.0
1513300,2015.0,2560.0,204.8,0.0,0.0,0.0,0.0,0.0,0.0
1513300,2016.0,0.0,0.0,1105.92,44.2368,0.0,0.0,,0.0
1513300,2017.0,0.0,0.0,14438.4,577.536,0.0,0.0,0.0,0.0
1513319,2015.0,0.0,0.0,0.0,0.0,4347.0,260.82,0.0,0.0
1513319,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,11.04
1513319,2017.0,0.0,0.0,69.0,2.76,0.0,0.0,0.0,0.0
1513491,2015.0,7506.0,600.48,0.0,0.0,0.0,0.0,0.0,0.0
1513491,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,12510.0,750.6
1513491,2017.0,0.0,0.0,0.0,0.0,71557.2,4293.432,0.0,0.0
1513523,2015.0,0.0,0.0,0.0,0.0,11097.6,665.8560000000001,0.0,0.0
1513523,2016.0,0.0,0.0,0.0,0.0,10404.0,624.24,0.0,0.0
1513523,2017.0,0.0,0.0,0.0,0.0,1560.6,93.63600000000001,0.0,0.0
1513543,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,962.5,57.75
1513543,2016.0,0.0,0.0,1470.0,58.8,0.0,0.0,0.0,0.0
1513543,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,27.3
1513612,2015.0,43875.0,3510.0,0.0,0.0,0.0,0.0,0.0,0.0
1513612,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,11700.0,702.0
1513612,2017.0,0.0,0.0,10081.5,403.26,0.0,0.0,0.0,0.0
1513846,2015.0,0.0,0.0,4304.64,172.1856,0.0,0.0,0.0,0.0
1513846,2016.0,0.0,0.0,0.0,0.0,708.0,42.48,0.0,0.0
1513846,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,566.4,33.984
1514287,2015.0,0.0,0.0,3319.68,132.7872,0.0,0.0,0.0,0.0
1514287,2016.0,0.0,,30643.2,1225.728,0.0,0.0,0.0,0.0
1514287,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2872.8,172.368
1514456,2015.0,0.0,0.0,0.0,0.0,73632.0,4417.92,0.0,0.0
1514456,2016.0,3304.0,264.32,0.0,0.0,0.0,0.0,0.0,0.0
1514456,2017.0,10620.0,849.6,0.0,0.0,0.0,0.0,0.0,0.0
1514971,2015.0,0.0,0.0,0.0,0.0,5475.6,328.536,0.0,0.0
1514971,2016.0,0.0,0.0,0.0,0.0,8923.2,535.3919999999999,0.0,0.0
1514971,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,50.7
1515386,2015.0,0.0,0.0,3790.8,151.632,0.0,0.0,0.0,0.0
1515386,2016.0,0.0,0.0,0.0,0.0,55598.4,3335.9040000000005,0.0,0.0
1515386,2017.0,1755.0,140.4,0.0,0.0,0.0,0.0,0.0,0.0
1515632,2015.0,0.0,0.0,0.0,0.0,8064.0,483.84,0.0,0.0
1515632,2016.0,12600.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0
1515632,2017.0,0.0,0.0,0.0,0.0,8064.0,483.84,0.0,0.0
1515919,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,148.8,8.927999999999999
1515919,2016.0,1488.0,119.04,0.0,0.0,0.0,0.0,0.0,0.0
1515919,2017.0,0.0,0.0,357.12,14.2848,0.0,0.0,0.0,0.0
1516400,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3384.0,203.04
1516400,2016.0,0.0,0.0,0.0,0.0,154310.4,9258.624,0.0,0.0
1516400,2017.0,3948.0,315.84,0.0,0.0,0.0,0.0,0.0,0.0
1516606,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.0,657.0
1516606,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.4,126.14399999999999
1516606,2017.0,18396.0,1471.68,0.0,0.0,0.0,0.0,0.0,0.0
1516890,2015.0,0.0,0.0,106.4,4.256,0.0,0.0,0.0,0.0
1516890,2016.0,0.0,0.0,2091.52,83.6608,0.0,0.0,0.0,0.0
1516890,2017.0,0.0,0.0,1231.2,49.248000000000005,0.0,0.0,0.0,0.0
1517061,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,158.4
1517061,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.2,202.752
1517061,2017.0,0.0,0.0,6652.8,266.112,0.0,0.0,0.0,0.0
1517125,2015.0,16880.0,1350.4,0.0,0.0,0.0,0.0,0.0,0.0
1517125,2016.0,46420.0,3713.6,0.0,0.0,0.0,0.0,0.0,0.0
1517125,2017.0,0.0,0.0,26737.92,1069.5168,0.0,,0.0,0.0
1517424,2015.0,0.0,0.0,0.0,0.0,30139.2,1808.352,0.0,0.0
1517424,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,16146.0,968.76
1517424,2017.0,0.0,0.0,68889.6,2755.5840000000003,0.0,0.0,0.0,0.0
1517809,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.6,284.256
1517809,2016.0,0.0,0.0,0.0,0.0,56851.2,3411.072,0.0,0.0
1517809,2017.0,0.0,0.0,7309.44,292.3776,,0.0,0.0,0.0
1517844,2015.0,1800.0,144.0,,0.0,0.0,0.0,0.0,0.0
1517844,2016.0,0.0,0.0,0.0,0.0,74520.0,4471.2,0.0,0.0
1517844,2017.0,0.0,0.0,10206.0,408.24,0.0,0.0,0.0,0.0
1517864,2015.0,0.0,0.0,4688.64,187.5456,0.0,0.0,0.0,0.0
1517864,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.6,63.93600000000001
1517864,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,4810.0,288.6
1518087,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.8,61.128
1518087,2016.0,,0.0,0.0,0.0,55185.0,3311.1,0.0,0.0
1518087,2017.0,19810.0,1584.8,0.0,0.0,0.0,0.0,0.0,0.0
1519515,2015.0,0.0,0.0,109491.2,4379.648,0.0,,0.0,0.0
1519515,2016.0,12480.0,998.4,0.0,0.0,0.0,0.0,0.0,0.0
1519515,2017.0,33280.0,2662.4,0.0,0.0,0.0,0.0,0.0,0.0
1519586,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3123.0,187.38
1519586,2016.0,0.0,0.0,0.0,0.0,299808.0,17988.48,0.0,0.0
1519586,2017.0,5899.0,471.92,0.0,0.0,0.0,0.0,0.0,0.0
1520230,2015.0,0.0,0.0,12224.0,488.96,0.0,0.0,0.0,0.0
1520230,2016.0,0.0,0.0,0.0,0.0,115516.8,6931.008000000001,0.0,0.0
1520230,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.8,192.528
1520235,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,57.6
1520235,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,19.2
1520235,2017.0,0.0,0.0,2688.0,107.52,0.0,0.0,0.0,0.0
1521133,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4703.4,282.204
1521133,2016.0,8710.0,696.8,0.0,0.0,0.0,0.0,0.0,0.0
1521133,2017.0,0.0,0.0,56336.28,2253.4512,0.0,0.0,,0.0
1521202,2015.0,0.0,0.0,0.0,0.0,11054.4,663.2639999999999,0.0,0.0
1521202,2016.0,0.0,0.0,0.0,0.0,25267.2,1516.0320000000002,0.0,0.0
1521202,2017.0,6768.0,541.44,0.0,0.0,0.0,0.0,0.0,0.0
1521636,2015.0,0.0,0.0,1864.8,74.592,0.0,0.0,0.0,0.0
1521636,2016.0,3108.0,248.64,0.0,0.0,0.0,0.0,0.0,0.0
1521636,2017.0,0.0,0.0,0.0,0.0,59052.0,3543.12,0.0,0.0
1522023,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.4,61.343999999999994
1522023,2016.0,7384.0,590.72,0.0,0.0,0.0,0.0,0.0,0.0
1522023,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,59.64
1522375,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4,5.664
1522375,2016.0,2360.0,188.8,0.0,0.0,0.0,0.0,0.0,0.0
1522375,2017.0,0.0,0.0,0.0,0.0,28674.0,1720.44,0.0,0.0
1522507,2015.0,0.0,0.0,0.0,0.0,42422.4,2545.344,0.0,0.0
1522507,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,4419.0,265.14
1522507,2017.0,14730.0,1178.4,0.0,0.0,0.0,0.0,0.0,0.0
1522618,2015.0,0.0,0.0,2229.76,89.1904,0.0,0.0,0.0,0.0
1522618,2016.0,15678.0,1254.24,0.0,0.0,0.0,0.0,0.0,0.0
1522618,,0.0,0.0,0.0,0.0,614055.0,36843.3,0.0,0.0
1523906,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,939.4,56.364
1523906,,0.0,0.0,0.0,0.0,0.0,0.0,5368.0,322.08
1523906,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,9058.5,543.51
1524478,2015.0,0.0,0.0,0.0,0.0,11682.0,700.92,0.0,0.0
1524478,2016.0,0.0,0.0,0.0,0.0,15930.0,955.8,0.0,0.0
1524478,2017.0,0.0,0.0,3823.2,152.928,0.0,0.0,0.0,0.0
1524505,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,382.4,22.944000000000003
1524505,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,860.4,51.623999999999995
1524505,2017.0,0.0,0.0,3632.8,145.312,0.0,0.0,0.0,0.0
1524619,2015.0,330.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0
1524619,2016.0,0.0,0.0,1237.5,49.5,0.0,0.0,0.0,0.0
1524619,2017.0,660.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0
1524724,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,155.2,9.312000000000001
1524724,2016.0,0.0,0.0,0.0,0.0,814.8,48.888000000000005,0.0,0.0
1524724,2017.0,0.0,0.0,1501.56,60.0624,0.0,0.0,0.0,0.0
1524900,2015.0,0.0,0.0,368.64,14.7456,0.0,0.0,0.0,0.0
1524900,2016.0,0.0,0.0,0.0,0.0,1814.4,108.86399999999999,0.0,0.0
1524900,2017.0,0.0,0.0,1209.6,48.38399999999999,0.0,0.0,0.0,0.0
1525188,2015.0,0.0,0.0,0.0,0.0,2415.0,144.9,0.0,0.0
1525188,2016.0,0.0,0.0,0.0,0.0,43056.0,2583.36,0.0,0.0
1525188,2017.0,3220.0,257.6,0.0,0.0,0.0,0.0,0.0,0.0
1525939,2015.0,5724.0,457.92,0.0,0.0,0.0,0.0,0.0,0.0
1525939,2016.0,2385.0,190.8,0.0,0.0,0.0,0.0,0.0,0.0
1525939,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.0,171.72
1526009,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4023.0,241.38
1526009,2016.0,0.0,0.0,0.0,0.0,99234.0,5954.04,0.0,0.0
1526009,2017.0,0.0,0.0,61954.2,2478.1679999999997,0.0,0.0,0.0,0.0
1526225,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4062.5,243.75
1526225,2016.0,0.0,0.0,0.0,0.0,137475.0,8248.5,0.0,0.0
1526225,2017.0,9100.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0
1526808,2015.0,0.0,0.0,23620.8,944.832,0.0,0.0,0.0,0.0
1526808,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,5624.0,337.44
1526808,2017.0,0.0,0.0,0.0,0.0,267632.1,16057.926000000001,0.0,0.0
1526953,2015.0,0.0,0.0,7363.44,294.5376,0.0,0.0,0.0,0.0
1526953,2016.0,0.0,0.0,0.0,0.0,105192.0,6311.52,0.0,0.0
1526953,2017.0,23376.0,1870.08,0.0,0.0,0.0,0.0,0.0,0.0
1527101,2015.0,0.0,0.0,0.0,0.0,468.0,28.08,0.0,0.0
1527101,2016.0,0.0,0.0,327.6,13.104000000000001,0.0,0.0,0.0,0.0
1527101,2017.0,0.0,0.0,1173.12,46.9248,0.0,0.0,0.0,0.0
1527897,2015.0,0.0,0.0,0.0,0.0,10413.0,624.78,0.0,0.0
1527897,2016.0,0.0,0.0,8971.2,358.848,0.0,0.0,0.0,0.0
1527897,2017.0,,0.0,14952.0,598.08,0.0,0.0,0.0,0.0
1527962,2015.0,0.0,0.0,2400.0,96.0,0.0,0.0,0.0,0.0
1527962,2016.0,4800.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0
1527962,2017.0,0.0,0.0,3400.0,136.0,0.0,0.0,0.0,0.0
1528324,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,252.0
1528324,2016.0,23100.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0
1528324,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,189.0
1528326,2015.0,0.0,0.0,0.0,0.0,4084.8,245.088,0.0,0.0
1528326,2016.0,0.0,0.0,0.0,,29126.4,1747.5839999999998,0.0,0.0
1528326,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1776.0,106.56
1528739,2015.0,21792.0,1743.36,0.0,,0.0,0.0,0.0,0.0
1528739,2016.0,0.0,0.0,5665.92,226.6368,0.0,0.0,0.0,0.0
1528739,,12712.0,1016.96,0.0,0.0,0.0,0.0,0.0,0.0
1528976,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.0,136.8
1528976,2016.0,0.0,0.0,0.0,0.0,22800.0,1368.0,0.0,0.0
1528976,2017.0,0.0,0.0,0.0,0.0,18895.5,1133.73,0.0,0.0
1529280,2015.0,7840.0,627.2,0.0,0.0,0.0,0.0,0.0,0.0
1529280,2016.0,0.0,0.0,0.0,0.0,71442.0,4286.52,0.0,0.0
1529280,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,7840.0,470.4
1529359,2015.0,0.0,0.0,2020.8,80.832,0.0,0.0,0.0,0.0
1529359,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,11114.4,666.8639999999999
1529359,2017.0,0.0,0.0,0.0,0.0,254620.8,15277.248,0.0,0.0
1530029,2015.0,0.0,0.0,0.0,0.0,88042.5,5282.55,0.0,0.0
1530029,2016.0,0.0,0.0,2058.0,82.32,0.0,0.0,0.0,0.0
1530029,2017.0,2625.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
1530553,2015.0,0.0,0.0,0.0,0.0,33825.6,2029.536,0.0,0.0
1530553,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.4,108.86399999999999
1530553,2017.0,0.0,0.0,25712.64,1028.5056,0.0,0.0,0.0,0.0
1530732,2015.0,322.0,25.76,0.0,0.0,0.0,0.0,0.0,0.0
1530732,2016.0,0.0,0.0,4450.5,178.02,0.0,0.0,0.0,0.0
1530732,2017.0,368.0,29.44,0.0,0.0,0.0,0.0,0.0,0.0
1530777,2015.0,0.0,0.0,201.42,8.0568,0.0,0.0,0.0,0.0
1530777,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,298.4,17.904
1530777,2017.0,0.0,0.0,6714.0,268.56,0.0,0.0,0.0,0.0
1530981,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.0,357.12
1530981,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,3868.8,232.128
1530981,2017.0,13888.0,1111.04,0.0,0.0,0.0,0.0,0.0,0.0
1531028,2015.0,2130.0,170.4,0.0,0.0,0.0,0.0,0.0,0.0
1531028,2016.0,0.0,0.0,0.0,0.0,33739.2,2024.352,0.0,0.0
1531028,2017.0,1704.0,136.32,0.0,0.0,0.0,,0.0,0.0
1531103,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,3027.6,181.65599999999998
1531103,2016.0,11774.0,941.92,0.0,0.0,0.0,0.0,0.0,0.0
1531103,2017.0,20184.0,1614.72,0.0,0.0,0.0,0.0,0.0,0.0
1531354,2015.0,3050.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0
1531354,2016.0,0.0,0.0,10980.0,439.2,0.0,0.0,0.0,0.0
1531354,2017.0,2440.0,195.2,0.0,0.0,0.0,0.0,0.0,0.0
1531823,2015.0,1366.0,109.28,0.0,0.0,0.0,0.0,0.0,0.0
1531823,2016.0,8196.0,655.68,0.0,0.0,0.0,0.0,0.0,0.0
1531823,2017.0,0.0,0.0,0.0,0.0,159822.0,9589.32,0.0,0.0
1531870,2015.0,,0.0,0.0,0.0,0.0,0.0,7308.0,438.48
1531870,2016.0,0.0,0.0,13398.0,535.92,0.0,0.0,0.0,0.0
1531870,2017.0,0.0,0.0,11400.48,456.0192,0.0,0.0,0.0,0.0
1532325,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,15552.0,
1532325,2016.0,0.0,0.0,29030.4,1161.2160000000001,0.0,0.0,0.0,0.0
1532325,2017.0,0.0,0.0,0.0,0.0,317260.8,19035.648,0.0,0.0
1532743,2015.0,0.0,0.0,0.0,0.0,33331.2,1999.872,0.0,0.0
1532743,2016.0,0.0,0.0,2678.4,107.13600000000001,0.0,0.0,0.0,0.0
1532743,2017.0,0.0,0.0,0.0,0.0,42854.4,2571.264,0.0,0.0
1532784,2015.0,0.0,0.0,0.0,0.0,,0.0,22687.5,1361.25
1532784,2016.0,29700.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0
1532784,2017.0,53625.0,4290.0,0.0,0.0,0.0,0.0,0.0,0.0
1533285,2015.0,0.0,0.0,0.0,0.0,12420.0,745.2,0.0,0.0
1533285,2016.0,0.0,0.0,0.0,,48300.0,2898.0,0.0,0.0
1533285,2017.0,0.0,0.0,38640.0,1545.6,0.0,0.0,0.0,0.0
1533388,2015.0,792.0,63.36,0.0,0.0,0.0,0.0,0.0,0.0
1533388,2016.0,0.0,0.0,360.36,14.4144,0.0,0.0,0.0,0.0
1533388,2017.0,0.0,0.0,924.0,36.96,0.0,0.0,0.0,0.0
1533776,2015.0,0.0,0.0,0.0,0.0,37573.2,2254.3920000000003,0.0,0.0
1533776,2016.0,17040.0,1363.2,0.0,0.0,0.0,0.0,0.0,0.0
1533776,2017.0,17040.0,1363.2,0.0,0.0,0.0,0.0,0.0,0.0
1534034,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,18564.0,1113.84
1534034,2016.0,0.0,0.0,0.0,0.0,283432.5,17005.95,0.0,0.0
1534034,2017.0,31824.0,2545.92,0.0,0.0,0.0,0.0,0.0,0.0
1536142,2015.0,21450.0,1716.0,0.0,0.0,0.0,0.0,0.0,
1536142,2016.0,0.0,0.0,22176.0,887.04,0.0,0.0,0.0,0.0
1536142,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,594.0
1536192,2015.0,27720.0,2217.6,0.0,0.0,0.0,0.0,0.0,0.0
1536192,2016.0,0.0,0.0,0.0,0.0,325248.0,19514.88,0.0,0.0
1536192,2017.0,0.0,0.0,9757.44,390.2976,0.0,0.0,0.0,0.0
1537229,2015.0,0.0,0.0,78249.6,3129.9840000000004,0.0,0.0,0.0,0.0
1537229,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,12646.4,758.784
1537229,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,6718.4,403.10400000000004
1537333,2015.0,0.0,0.0,776.16,31.0464,0.0,0.0,0.0,0.0
1537333,2016.0,0.0,0.0,907.2,36.288000000000004,0.0,0.0,0.0,0.0
1537333,2017.0,0.0,0.0,2419.2,96.76799999999999,0.0,0.0,0.0,0.0
1537739,2015.0,0.0,0.0,0.0,0.0,2930.4,175.824,0.0,0.0
1537739,2016.0,2220.0,177.6,0.0,,0.0,0.0,0.0,0.0
1537739,2017.0,0.0,0.0,0.0,0.0,17982.0,1078.92,0.0,0.0
1537885,2015.0,0.0,0.0,0.0,0.0,66748.5,4004.91,0.0,0.0
1537885,2016.0,0.0,0.0,45770.4,1830.816,0.0,0.0,0.0,
1537885,2017.0,0.0,0.0,33271.56,1330.8624,0.0,0.0,0.0,0.0
1538213,2015.0,0.0,0.0,0.0,0.0,10065.6,603.936,0.0,0.0
1538213,2016.0,0.0,0.0,0.0,0.0,29358.0,1761.48,0.0,0.0
1538213,2017.0,0.0,0.0,12582.0,503.28,0.0,0.0,0.0,0.0
1538281,2015.0,0.0,0.0,59028.48,2361.1392,0.0,0.0,0.0,0.0
1538281,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,6588.0,395.28
1538281,2017.0,0.0,0.0,0.0,0.0,442713.6,26562.816000000003,0.0,0.0
1538455,2015.0,0.0,0.0,18096.0,723.84,0.0,0.0,,0.0
1538455,2016.0,39208.0,3136.64,0.0,0.0,0.0,0.0,0.0,0.0
1538455,2017.0,42224.0,3377.92,0.0,0.0,0.0,0.0,0.0,
1539040,2015.0,0.0,0.0,,0.0,72912.0,4374.72,0.0,0.0
1539040,2016.0,34720.0,2777.6,0.0,0.0,0.0,0.0,0.0,0.0
1539040,2017.0,31248.0,2499.84,0.0,0.0,0.0,0.0,0.0,0.0
1540121,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,119.52
1540121,2016.0,6640.0,531.2,0.0,0.0,0.0,0.0,0.0,0.0
1540121,2017.0,8300.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0
1540157,2015.0,31710.0,2536.8,0.0,0.0,0.0,0.0,0.0,0.0
1540157,2016.0,0.0,0.0,26274.0,1050.96,0.0,0.0,0.0,0.0
1540157,2017.0,36240.0,2899.2,0.0,0.0,0.0,0.0,0.0,0.0
1540298,2015.0,0.0,0.0,1218.36,48.7344,0.0,0.0,0.0,0.0
1540298,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.2,132.912
1540298,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,3599.7,215.982
1541304,2015.0,14168.0,1133.44,0.0,0.0,0.0,0.0,0.0,0.0
1541304,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,121.44
1541304,2017.0,18216.0,1457.28,0.0,0.0,0.0,0.0,0.0,0.0
1541753,2015.0,6840.0,547.2,0.0,0.0,0.0,0.0,0.0,0.0
1541753,2016.0,0.0,0.0,0.0,0.0,41952.0,2517.12,0.0,0.0
1541753,2017.0,6688.0,535.04,0.0,0.0,0.0,0.0,0.0,0.0
1541964,2015.0,825.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
1541964,2016.0,0.0,0.0,0.0,0.0,20250.0,1215.0,0.0,0.0
1541964,2017.0,1950.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
1542048,2015.0,0.0,0.0,2482.0,99.28,0.0,0.0,0.0,0.0
1542048,2016.0,0.0,0.0,0.0,0.0,26280.0,1576.8,0.0,0.0
1542048,2017.0,5840.0,467.2,0.0,0.0,0.0,0.0,0.0,0.0
1542451,2015.0,0.0,0.0,0.0,0.0,37620.0,2257.2,0.0,0.0
1542451,2016.0,0.0,0.0,10579.2,423.168,0.0,0.0,,0.0
1542451,2017.0,0.0,0.0,0.0,0.0,189924.0,11395.44,0.0,0.0
